"id_bnvd";"libelle_bnvd";"cas_bnvd";"index_eupdb";"libelle_eupdb";"cas_eupdb";"etat_reg_1107_2009";"date_approbation";"date_expiration_approbation";"evaluation_risque_par";"em_rapporteur";"co_em_rapporteur";"legislations_anciennes";"legislations_actives";"autorisations_pays";"autorisation_france"
"174_sub_bnvd";"chlorate de sodium";"7775-09-9";"1141";"Sodium chloride";"7647-14-5 ";"Approuvée";"2017-09-28";"";"EFSA";"";"";"";"<a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32004D0129:EN:NOT"">2004/129/EC</a>; <a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1505399035710&uri=CELEX:32017R1529"">Reg. (EU) 2017/1529</a>; <a href=""https://eur-lex.europa.eu/eli/reg_impl/2021/556/oj"">Reg. (EU) 2021/556</a>";"";""
"175_sub_bnvd";"chlorhydrate de poly biguanide";"32289-58-0";"";"";"";"";"";"";"";"";"";"";"";"";""
"176_sub_bnvd";"chlorhydrate de poly hexamethylene biguanidine";"27083-27-8";"";"";"";"";"";"";"";"";"";"";"";"";""
"177_sub_bnvd";"chlorhydrate de poly(hexamethylene biguanide)";"27083-27-8";"";"";"";"";"";"";"";"";"";"";"";"";""
"178_sub_bnvd";"chlorhydrate de poly-imino-imido biguanidine";"91403-50-8";"";"";"";"";"";"";"";"";"";"";"";"";""
"179_sub_bnvd";"chloridazone";"1698-60-8";"538";"Chloridazon (aka pyrazone)";"1698-60-8";"Non approuvée";"";"";"";"DE";"PL";"<a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32008L0041:EN:NOT"">2008/41</a>; <a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32011R0540:EN:NOT"">Reg. (EU) No 540/2011</a>";"<a href=""http://data.europa.eu/eli/reg_impl/2022/801/oj"">Reg. (EU) 2022/801</a>";"";""
"180_sub_bnvd";"chlormephos";"24934-91-6";"1354";"Chlormephos";"24934-91-6";"Non approuvée";"";"";"";"";"";"";"<a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32002R2076:EN:NOT"">2002/2076</a>";"";""
"181_sub_bnvd";"chlormequat chlorure";"999-81-5";"539";"Chlormequat";"7003-89-6";"Approuvée";"2009-12-01";"2027-02-28";"EFSA";"AT";"IT";"";"<a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32010L0002:EN:NOT"">2010/2/EU</a>; <a href=""http://eur-lex.europa.eu/eli/reg_impl/2018/155/oj"">Reg. (EU) 2018/155</a>; <a href=""http://data.europa.eu/eli/reg_impl/2021/1449/oj"">Reg. (EU) 2021/1449</a>; <a href=""http://data.europa.eu/eli/reg_impl/2022/1480/oj"">Reg. (EU) 2022/1480</a>; <a href=""http://data.europa.eu/eli/reg_impl/2023/1757/oj"">Reg. (EU) 2023/1757</a>; <a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32011R0540:EN:NOT"">Reg. (EU) No 540/2011</a>";"AT, BE, BG, CZ, DE, DK, EE, EL, ES, FI, FR, HR, HU, IE, IT, LT, LU, LV, NL, NO, PL, RO, SE, SI, SK";"Oui"
"182_sub_bnvd";"chlorophacinone";"3691-35-8";"541";"Chlorophacinone";"3691-35-8";"Non approuvée";"";"";"";"";"";"";"";"";""
"183_sub_bnvd";"chlorophylline (sels cuprosodiques)";"11006-34-1";"";"";"";"";"";"";"";"";"";"";"";"";""
"184_sub_bnvd";"chlorothalonil";"1897-45-6";"544";"Chlorothalonil";"1897-45-6";"Non approuvée";"2006-03-01";"2019-05-20";"EFSA";"NL";"BE";"<a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32005L0053:EN:NOT"">05/53/EC</a>; <a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1505911130555&uri=CELEX:32017R1511"">Reg. (EU) 2017/1511</a>; <a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1537974747851&uri=CELEX:32018R1262"">Reg. (EU) 2018/1262</a>; <a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32013R0533:EN:NOT"">Reg. (EU) No 533/2013</a>; <a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32011R0540:EN:NOT"">Reg. (EU) No 540/2011</a>";"<a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1556806607444&uri=CELEX:32019R0677"">Reg. (EU) 2019/677</a>";"";""
"185_sub_bnvd";"chlorotoluron";"15545-48-9";"545";"Chlorotoluron";"15545-48-9";"Approuvée";"2006-03-01";"2026-08-15";"COM";"BG";"FR";"<a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32005L0053:EN:NOT"">05/53/EC</a>; <a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1505911130555&uri=CELEX:32017R1511"">Reg. (EU) 2017/1511</a>; <a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1537974747851&uri=CELEX:32018R1262"">Reg. (EU) 2018/1262</a>; <a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1569849607755&uri=CELEX:32019R1589"">Reg. (EU) 2019/1589</a>; <a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32013R0533:EN:NOT"">Reg. (EU) No 533/2013</a>";"<a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1603180526907&uri=CELEX:32020R1511"">Reg. (EU) 2020/1511</a>; <a href=""http://data.europa.eu/eli/reg_impl/2021/1449/oj"">Reg. (EU) 2021/1449</a>; <a href=""http://data.europa.eu/eli/reg_impl/2022/1480/oj"">Reg. (EU) 2022/1480</a>; <a href=""http://data.europa.eu/eli/reg_impl/2023/1757/oj"">Reg. (EU) 2023/1757</a>; <a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32011R0540:EN:NOT"">Reg. (EU) No 540/2011</a>";"AT, BE, BG, CZ, DE, EL, ES, FR, HR, HU, IE, IT, LT, LV, PL, PT, RO, SI, SK";"Oui"
"186_sub_bnvd";"chlorprophame";"101-21-3";"1356";"Chlorpropham";"101-21-3";"Non approuvée";"2005-02-01";"2019-07-08";"EFSA";"NL";"ES";"<a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32004L0020:EN:NOT"">04/20/EC</a>; <a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1496323465808&uri=CELEX:32017R0841"">Reg. (EU) 2017/841</a>; <a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1530259345421&uri=CELEX:32018R0917"">Reg. (EU) 2018/917</a>; <a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32011R0540:EN:NOT"">Reg. (EU) No 540/2011</a>";"<a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1560932540431&uri=CELEX:32019R0989"">Reg. (EU) 2019/989</a>";"";""
"187_sub_bnvd";"chlorpyriphos-ethyl";"2921-88-2";"548";"Chlorpyrifos";"2921-88-2";"Non approuvée";"2006-07-01";"2020-01-16";"EFSA";"ES";"PL";"<a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32005L0072:EN:NOT"">05/72/EC</a>; <a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1542882404927&uri=CELEX:32018R1796"">Reg. (EU) 2018/1796</a>; <a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1517904431471&uri=CELEX:32018R0084"">Reg. (EU) 84/2018</a>; <a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32011R0540:EN:NOT"">Reg. (EU) No 540/2011</a>; <a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32013R0762:EN:NOT"">Reg. (EU) No 762/2013</a>";"<a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1578929027090&uri=CELEX:32020R0018"">Reg. (EU) 2020/18</a>";"";""
"188_sub_bnvd";"chlorpyriphos-methyl";"5598-13-0";"549";"Chlorpyrifos-methyl";"5598-13-0";"Non approuvée";"2006-07-01";"2020-01-16";"EFSA";"ES";"PL";"<a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32005L0072:EN:NOT"">05/72/EC</a>; <a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1542882404927&uri=CELEX:32018R1796"">Reg. (EU) 2018/1796</a>; <a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1517904431471&uri=CELEX:32018R0084"">Reg. (EU) 84/2018</a>; <a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32011R0540:EN:NOT"">Reg. (EU) No 540/2011</a>; <a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32013R0762:EN:NOT"">Reg. (EU) No 762/2013</a>";"<a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1578929546116&uri=CELEX:32020R0017"">Reg. (EU) 2020/17</a>";"";""
"189_sub_bnvd";"chlorsulfuron";"64902-72-3";"550";"Chlorsulfuron";"64902-72-3";"Non approuvée";"2010-01-01";"2019-12-31";"COM";"PL";"EL";"<a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32009L0077:EN:NOT"">2009/77/EC</a>; <a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32011R0540:EN:NOT"">Reg. (EU) No 540/2011</a>";"<a href=""http://data.europa.eu/eli/reg_impl/2022/801/oj"">Reg. (EU) 2022/801</a>";"";""
"190_sub_bnvd";"chlorthal";"2136-79-0";"551";"Chlorthal-dimethyl";"1861-32-1";"Non approuvée";"";"";"";"";"";"";"<a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32009D0715:EN:NOT"">2009/715/EC</a>";"";""
"191_sub_bnvd";"chlorure d'alkyl dimethyl ammonium";"68424-85-1";"";"";"";"";"";"";"";"";"";"";"";"";""
"192_sub_bnvd";"chlorure d'alkyl dimethyl benzyl ammonium";"68424-85-1";"";"";"";"";"";"";"";"";"";"";"";"";""
"193_sub_bnvd";"chlorure d'iode";"7553-56-2";"";"";"";"";"";"";"";"";"";"";"";"";""
"194_sub_bnvd";"chlorure de benzalkonium";"68424-85-1";"";"";"";"";"";"";"";"";"";"";"";"";""
"195_sub_bnvd";"chlorure de choline";"67-48-1";"1021";"Choline chloride";"67-48-1";"Non approuvée";"";"";"";"";"";"";"<a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32004D0129:EN:NOT"">2004/129/EC</a>";"";""
"196_sub_bnvd";"chlorure de didecyl ammonium";"7173-51-5";"1190";"Didecyldimethylammonium chloride (DDAC)";"7173-51-5";"Non approuvée";"";"";"";"NL";"";"<a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32009L0070:EN:NOT"">2009/70/EC</a>; <a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32011R0540:EN:NOT"">Reg. (EU) No 540/2011</a>";"<a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32013R0175:EN:NOT"">Reg. (EU) No 175/2013</a>";"";""
"197_sub_bnvd";"chlorure de didecyl dimethyl ammonium";"7173-51-5";"1190";"Didecyldimethylammonium chloride (DDAC)";"7173-51-5";"Non approuvée";"";"";"";"NL";"";"<a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32009L0070:EN:NOT"">2009/70/EC</a>; <a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32011R0540:EN:NOT"">Reg. (EU) No 540/2011</a>";"<a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32013R0175:EN:NOT"">Reg. (EU) No 175/2013</a>";"";""
"198_sub_bnvd";"chlorure de didecyldimethylbenzylammonium";"68424-85-1";"";"";"";"";"";"";"";"";"";"";"";"";""
"199_sub_bnvd";"chlorure de dimethyl dialkyl ammonium";"7173-51-5";"1190";"Didecyldimethylammonium chloride (DDAC)";"7173-51-5";"Non approuvée";"";"";"";"NL";"";"<a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32009L0070:EN:NOT"">2009/70/EC</a>; <a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32011R0540:EN:NOT"">Reg. (EU) No 540/2011</a>";"<a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32013R0175:EN:NOT"">Reg. (EU) No 175/2013</a>";"";""
"200_sub_bnvd";"chlorure de dimethyl ethyl ammonium";"7173-51-5";"1190";"Didecyldimethylammonium chloride (DDAC)";"7173-51-5";"Non approuvée";"";"";"";"NL";"";"<a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32009L0070:EN:NOT"">2009/70/EC</a>; <a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32011R0540:EN:NOT"">Reg. (EU) No 540/2011</a>";"<a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32013R0175:EN:NOT"">Reg. (EU) No 175/2013</a>";"";""
"201_sub_bnvd";"chlorure de lauryl dimethyl benzyl ammonium";"7173-51-5";"1190";"Didecyldimethylammonium chloride (DDAC)";"7173-51-5";"Non approuvée";"";"";"";"NL";"";"<a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32009L0070:EN:NOT"">2009/70/EC</a>; <a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32011R0540:EN:NOT"">Reg. (EU) No 540/2011</a>";"<a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32013R0175:EN:NOT"">Reg. (EU) No 175/2013</a>";"";""
"202_sub_bnvd";"chlorure de n coco dimethyl benzyl ammonium";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"203_sub_bnvd";"chlorure de sodium";"7647-14-5";"1141";"Sodium chloride";"7647-14-5 ";"Approuvée";"2017-09-28";"";"EFSA";"";"";"";"<a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32004D0129:EN:NOT"">2004/129/EC</a>; <a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1505399035710&uri=CELEX:32017R1529"">Reg. (EU) 2017/1529</a>; <a href=""https://eur-lex.europa.eu/eli/reg_impl/2021/556/oj"">Reg. (EU) 2021/556</a>";"";""
"204_sub_bnvd";"chlorures n-alkyl dimethyl benzyl ammonium";"68424-85-1";"";"";"";"";"";"";"";"";"";"";"";"";""
"205_sub_bnvd";"chlorures n-alkyl dimethyl ethyl benzyl ammonium";"85409-23-0";"";"";"";"";"";"";"";"";"";"";"";"";""
"206_sub_bnvd";"cinidon-ethyl";"142891-20-1";"555";"Cinidon ethyl";"142891-20-1";"Non approuvée";"";"";"";"HU";"UK";"<a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32002L0064:EN:NOT"">02/64/EC</a>; <a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32011R0540:EN:NOT"">Reg. (EU) No 540/2011</a>";"<a href=""http://data.europa.eu/eli/reg_impl/2022/801/oj"">Reg. (EU) 2022/801</a>; <a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2011:292:0001:0003:EN:PDF"">Reg. (EU) No 1134/2011</a>";"";""
"207_sub_bnvd";"cintofen";"130561-48-7";"1027";"Sintofen (aka Cintofen)";"130561-48-7";"Approuvée";"2011-06-01";"2026-07-15";"EFSA";"CZ";"FR";"";"<a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32011L0040:EN:NOT"">2011/40/EU</a>; <a href=""http://data.europa.eu/eli/reg_impl/2024/1206/oj"">Reg. (EU) 2024/1206</a>; <a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32011R0540:EN:NOT"">Reg. (EU) No 540/2011</a>";"CZ, DE, FR, HU";"Oui"
"208_sub_bnvd";"cire d'abeille";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"209_sub_bnvd";"cire";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"210_sub_bnvd";"cires de petrole";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"211_sub_bnvd";"cires microcristallines";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"212_sub_bnvd";"clethodime";"99129-21-2";"561";"Clethodim";"99129-21-2";"Approuvée";"2011-06-01";"2026-08-31";"EFSA";"SE";"LT";"<a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32008D0934:EN:NOT"">2008/934/EC</a>; <a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32011L0021:EN:NOT"">2011/21/EU</a>";"<a href=""http://data.europa.eu/eli/reg_impl/2023/918/oj"">Reg. (EU) 2023/918</a>; <a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1537972541028&uri=CELEX:32018R1266"">Reg. (EU) No 2018/1266</a>; <a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32011R0540:EN:NOT"">Reg. (EU) No 540/2011</a>; <a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32012R0087:EN:NOT"">Reg. (EU) No 87/2012</a>";"AT, BE, BG, CY, CZ, DE, EE, EL, ES, FI, FR, HR, HU, IE, IT, LT, LU, LV, MT, NL, NO, PL, PT, RO, SE, SI, SK";"Oui"
"213_sub_bnvd";"clodinafop-propargyl";"105512-06-9";"562";"Clodinafop";"105512-06-9";"Approuvée";"2007-02-01";"2027-07-31";"EFSA";"EL";"DE";"<a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32006L0039:EN:NOT"">06/39/EC</a>";"<a href=""http://data.europa.eu/eli/reg_impl/2023/689/oj"">Reg. (EU) 2023/689</a>; <a href=""http://data.europa.eu/eli/reg_impl/2025/1489/oj"">Reg. (EU) 2025/1489</a>; <a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32011R0540:EN:NOT"">Reg. (EU) No 540/2011</a>";"BG, CY, DE, DK, EL, ES, FR, HR, IE, IT, NL, PL, PT";"Oui"
"214_sub_bnvd";"clofentezine";"74115-24-5";"564";"Clofentezine";"74115-24-5";"Non approuvée";"2009-01-01";"2023-11-11";"EFSA";"ES";"NL";"<a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32010L0039:EN:NOT"">2010/39/EU</a>; <a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1542882404927&uri=CELEX:32018R1796"">Reg (EU) 2018/1796</a>; <a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1569849607755&uri=CELEX:32019R1589"">Reg (EU) 2019/1589</a>";"<a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1603180526907&uri=CELEX:32020R1511"">Reg. (EU) 2020/1511</a>; <a href=""http://data.europa.eu/eli/reg_impl/2021/1449/oj"">Reg. (EU) 2021/1449</a>; <a href=""http://data.europa.eu/eli/reg_impl/2022/1480/oj"">Reg. (EU) 2022/1480</a>; <a href=""http://data.europa.eu/eli/reg_impl/2023/2456/oj"">Reg. (EU) 2023/2456</a>; <a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32011R0540:EN:NOT"">Reg. (EU) No 540/2011</a>";"";""
"215_sub_bnvd";"clomazone";"81777-89-1";"565";"Clomazone";"81777-89-1 ";"Approuvée";"2008-11-01";"2026-09-30";"EFSA";"DK";"DE";"<a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32007L0076:EN:NOT"">2007/76</a>; <a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1538034643238&uri=CELEX:32018R1262"">Reg. (EU) 2018/1262</a>; <a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1569849607755&uri=CELEX:32019R1589"">Reg. (EU) 2019/1589</a>";"<a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32007L0076:EN:NOT"">Reg. (EU) 2020/1511</a>; <a href=""http://data.europa.eu/eli/reg_impl/2021/1449/oj"">Reg. (EU) 2021/1449</a>; <a href=""http://data.europa.eu/eli/reg_impl/2022/1480/oj"">Reg. (EU) 2022/1480</a>; <a href=""http://data.europa.eu/eli/reg_impl/2023/1757/oj"">Reg. (EU) 2023/1757</a>; <a href=""http://data.europa.eu/eli/reg_impl/2025/787/oj"">Reg. (EU) 2025/787</a>; <a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32011R0540:EN:NOT"">Reg. (EU) No 540/2011</a>";"AT, BE, BG, CY, CZ, DE, DK, EE, EL, ES, FI, FR, HR, HU, IE, IT, LT, LU, LV, MT, NL, NO, PL, PT, RO, SE, SI, SK";"Oui"
"216_sub_bnvd";"clonostachys rosea j1446 (anciennement gliocladium catenulatum)";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"217_sub_bnvd";"clopyralid (sous forme de sel de monoethanolamine)";"57754-85-5";"566";"Clopyralid";"1702-17-6";"Approuvée";"2021-10-01";"2036-09-30";"EFSA";"FI";"PL";"<a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32006L0064:EN:NOT"">06/64/EC</a>; <a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1522910034381&uri=CELEX:32018R0524"">Reg. (EU) 2018/524</a>; <a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1549451630560&uri=CELEX:32019R0168"">Reg. (EU) 2019/168</a>; <a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1585141442408&uri=CELEX:32020R0421"">Reg. (EU) 2020/421</a>; <a href=""https://eur-lex.europa.eu/eli/reg_impl/2021/566/oj"">Reg. (EU) 2021/566</a>; <a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX:32014R0678"">Reg. (EU) No 678/2014</a>";"<a href=""http://data.europa.eu/eli/reg_impl/2021/1191/oj"">Reg. (EU) 2021/1191</a>; <a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32011R0540:EN:NOT"">Reg. (EU) No 540/2011</a>";"AT, BE, BG, CY, CZ, DE, DK, EE, EL, ES, FI, FR, HR, HU, IE, IT, LT, LU, LV, NL, NO, PL, PT, RO, SE, SI, SK";"Oui"
"218_sub_bnvd";"clopyralid";"1702-17-6";"566";"Clopyralid";"1702-17-6";"Approuvée";"2021-10-01";"2036-09-30";"EFSA";"FI";"PL";"<a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32006L0064:EN:NOT"">06/64/EC</a>; <a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1522910034381&uri=CELEX:32018R0524"">Reg. (EU) 2018/524</a>; <a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1549451630560&uri=CELEX:32019R0168"">Reg. (EU) 2019/168</a>; <a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1585141442408&uri=CELEX:32020R0421"">Reg. (EU) 2020/421</a>; <a href=""https://eur-lex.europa.eu/eli/reg_impl/2021/566/oj"">Reg. (EU) 2021/566</a>; <a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX:32014R0678"">Reg. (EU) No 678/2014</a>";"<a href=""http://data.europa.eu/eli/reg_impl/2021/1191/oj"">Reg. (EU) 2021/1191</a>; <a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32011R0540:EN:NOT"">Reg. (EU) No 540/2011</a>";"AT, BE, BG, CY, CZ, DE, DK, EE, EL, ES, FI, FR, HR, HU, IE, IT, LT, LU, LV, NL, NO, PL, PT, RO, SE, SI, SK";"Oui"
"219_sub_bnvd";"cloquintocet-mexyl";"99607-70-2";"";"";"";"";"";"";"";"";"";"";"";"";""
"220_sub_bnvd";"clothianidine";"210880-92-5";"867";"Clothianidin";"210880-92-5";"Non approuvée";"2006-08-01";"2019-01-31";"EFSA";"DE";"ES";"<a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32006L0041:EN:NOT"">06/41/EC</a>; <a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32010L0021:EN:NOT"">2010/21/EU</a>; <a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32013R1136:EN:NOT"">Reg. (EU) No 1136/2013</a>; <a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1529940139656&uri=CELEX:32018R0784"">Reg. (EU) No 2018/784</a>; <a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32013R0485:EN:NOT"">Reg. (EU) No 485/2013</a>; <a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32011R0540:EN:NOT"">Reg. (EU) No 540/2011</a>; <a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1517904431471&uri=CELEX:32018R0084"">Reg. (EU) No 84/2018</a>";"<a href=""http://data.europa.eu/eli/reg_impl/2022/801/oj"">Reg. (EU) 2022/801</a>";"";""
"221_sub_bnvd";"colophane traitee au maleate";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"222_sub_bnvd";"colophane";"8050-09-7";"";"";"";"";"";"";"";"";"";"";"";"";""
"223_sub_bnvd";"composes de l'ion ammonium quaternaire, benzylalkyl en c12-c18 dimethyles, chlorures";"68391-01-5";"";"";"";"";"";"";"";"";"";"";"";"";""
"224_sub_bnvd";"composition complexe";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"225_sub_bnvd";"coniothyrium minitans souche con/m/91-08";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"226_sub_bnvd";"copolymere de polyether - polymethylsiloxane";"134180-76-0";"";"";"";"";"";"";"";"";"";"";"";"";""
"227_sub_bnvd";"cos-oga";"";"1185";"COS-OGA";"No CAS allocated";"Approuvée";"2015-04-22";"2030-04-22";"EFSA";"FR";"HR";"";"<a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX:32015R0543"">Reg. (EU) 2015/543</a>";"AT, BE, BG, CY, CZ, DE, EL, ES, FI, FR, HU, IE, IT, LU, NL, NO, PL, PT, SE, SI";"Oui"
"228_sub_bnvd";"cresol";"95-48-7";"576";"Cresylic acid";"No CAS allocated";"Non approuvée";"";"";"";"";"";"";"<a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32005D0303:EN:NOT"">2005/303</a>";"";""
"229_sub_bnvd";"cresyl";"95-48-7";"";"";"";"";"";"";"";"";"";"";"";"";""
