"id_bnvd";"libelle_bnvd";"cas_bnvd";"vtr_nom";"vtr_remarque_agritox";"vtr_valeur_agritox";"vtr_unite_agritox";"vtr_source_agritox";"vtr_etude_pivot_agritox";"vtr_etude_pivot_noael_valeur_agritox";"vtr_etude_pivot_noael_unite_agritox";"vtr_fs_agritox";"vtr_fcaoi_agritox";"vtr_remarque_eupdb";"vtr_valeur_eupdb";"vtr_unite_eupdb";"vtr_source_eupdb"
"185_sub_bnvd";"chlorotoluron";"15545-48-9";"AOEL";"";0.215;"mg/kg/j";"UE 15/02/05";"90 jours, voie orale, chien";"21.45";"mg/kg p.c./j";100;"non nécessaire";"";0.215;"mg/kg bw/day";"Dir 05/53"
"185_sub_bnvd";"chlorotoluron";"15545-48-9";"DJA";"";0.04;"mg/kg/j";"UE 15/02/05";"2 ans, voie orale, rat";"3.7";"mg/kg p.c./j";100;"non nécessaire";"";0.04;"mg/kg bw/day";"Dir 05/53"
"185_sub_bnvd";"chlorotoluron";"15545-48-9";"DRfA";"non pertinent";"";"";"UE 15/02/05";"";"";"";"";"non nécessaire";"Not appl.";"";"";"Dir 05/53"
"186_sub_bnvd";"chlorprophame";"101-21-3";"AOEL";"";"";"";"";"";"";"";"";"";"";0.05;"mg/kg bw/day";"Reg. (EU) No 2019/989"
"186_sub_bnvd";"chlorprophame";"101-21-3";"DJA";"";"";"";"";"";"";"";"";"";"";0.05;"mg/kg bw/day";"Reg. (EU) No 2019/989"
"186_sub_bnvd";"chlorprophame";"101-21-3";"DRfA";"";"";"";"";"";"";"";"";"";"";0.5;"mg/kg bw";"Reg. (EU) No 2019/989"
"187_sub_bnvd";"chlorpyriphos-ethyl";"2921-88-2";"AOEL";"";"";"";"";"";"";"";"";"";"Not appl.";"";"";"Reg. (EU) 2020/18 "
"187_sub_bnvd";"chlorpyriphos-ethyl";"2921-88-2";"DJA";"";"";"";"";"";"";"";"";"";"Not appl.";"";"";"Reg. (EU) 2020/18 "
"187_sub_bnvd";"chlorpyriphos-ethyl";"2921-88-2";"DRfA";"";"";"";"";"";"";"";"";"";"Not appl.";"";"";"Reg. (EU) 2020/18 "
"188_sub_bnvd";"chlorpyriphos-methyl";"5598-13-0";"AOEL";"";"";"";"";"";"";"";"";"";"";"";"";"Reg. (EU) 2020/17 "
"188_sub_bnvd";"chlorpyriphos-methyl";"5598-13-0";"DJA";"";"";"";"";"";"";"";"";"";"";"";"";"Reg. (EU) 2020/17 "
"188_sub_bnvd";"chlorpyriphos-methyl";"5598-13-0";"DRfA";"";"";"";"";"";"";"";"";"";"";"";"";"Reg. (EU) 2020/17 "
"189_sub_bnvd";"chlorsulfuron";"64902-72-3";"AOEL";"";"";"";"";"";"";"";"";"";"";0.43;"mg/kg bw/day";"Dir 09/77"
"189_sub_bnvd";"chlorsulfuron";"64902-72-3";"DJA";"";"";"";"";"";"";"";"";"";"";0.2;"mg/kg bw/day";"Dir 09/77"
"189_sub_bnvd";"chlorsulfuron";"64902-72-3";"DRfA";"";"";"";"";"";"";"";"";"";"Not appl.";"";"";"Dir 09/77"
"190_sub_bnvd";"chlorthal";"2136-79-0";"DJA";"";"";"";"";"";"";"";"";"";"";0.01;"mg/kg bw/day";"DAR ´07"
"190_sub_bnvd";"chlorthal";"2136-79-0";"DRfA";"";"";"";"";"";"";"";"";"";"";0.5;"mg/kg bw";"DAR ´07"
"191_sub_bnvd";"chlorure d'alkyl dimethyl ammonium";"68424-85-1";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"192_sub_bnvd";"chlorure d'alkyl dimethyl benzyl ammonium";"68424-85-1";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"193_sub_bnvd";"chlorure d'iode";"7553-56-2";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"194_sub_bnvd";"chlorure de benzalkonium";"68424-85-1";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"195_sub_bnvd";"chlorure de choline";"67-48-1";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"196_sub_bnvd";"chlorure de didecyl ammonium";"7173-51-5";"DJA";"";"";"";"";"";"";"";"";"";"";0.12;"mg/kg bw/day";"ECHA BPR review programme"
"196_sub_bnvd";"chlorure de didecyl ammonium";"7173-51-5";"DRfA";"";"";"";"";"";"";"";"";"";"";0.12;"mg/kg bw";"ECHA BPR review programme"
"197_sub_bnvd";"chlorure de didecyl dimethyl ammonium";"7173-51-5";"DJA";"";"";"";"";"";"";"";"";"";"";0.12;"mg/kg bw/day";"ECHA BPR review programme"
"197_sub_bnvd";"chlorure de didecyl dimethyl ammonium";"7173-51-5";"DRfA";"";"";"";"";"";"";"";"";"";"";0.12;"mg/kg bw";"ECHA BPR review programme"
"198_sub_bnvd";"chlorure de didecyldimethylbenzylammonium";"68424-85-1";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"199_sub_bnvd";"chlorure de dimethyl dialkyl ammonium";"7173-51-5";"DJA";"";"";"";"";"";"";"";"";"";"";0.12;"mg/kg bw/day";"ECHA BPR review programme"
"199_sub_bnvd";"chlorure de dimethyl dialkyl ammonium";"7173-51-5";"DRfA";"";"";"";"";"";"";"";"";"";"";0.12;"mg/kg bw";"ECHA BPR review programme"
"200_sub_bnvd";"chlorure de dimethyl ethyl ammonium";"7173-51-5";"DJA";"";"";"";"";"";"";"";"";"";"";0.12;"mg/kg bw/day";"ECHA BPR review programme"
"200_sub_bnvd";"chlorure de dimethyl ethyl ammonium";"7173-51-5";"DRfA";"";"";"";"";"";"";"";"";"";"";0.12;"mg/kg bw";"ECHA BPR review programme"
"201_sub_bnvd";"chlorure de lauryl dimethyl benzyl ammonium";"7173-51-5";"DJA";"";"";"";"";"";"";"";"";"";"";0.12;"mg/kg bw/day";"ECHA BPR review programme"
"201_sub_bnvd";"chlorure de lauryl dimethyl benzyl ammonium";"7173-51-5";"DRfA";"";"";"";"";"";"";"";"";"";"";0.12;"mg/kg bw";"ECHA BPR review programme"
"202_sub_bnvd";"chlorure de n coco dimethyl benzyl ammonium";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"203_sub_bnvd";"chlorure de sodium";"7647-14-5";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"204_sub_bnvd";"chlorures n-alkyl dimethyl benzyl ammonium";"68424-85-1";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"205_sub_bnvd";"chlorures n-alkyl dimethyl ethyl benzyl ammonium";"85409-23-0";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"206_sub_bnvd";"cinidon-ethyl";"142891-20-1";"AOEL";"";"";"";"";"";"";"";"";"";"";0.02;"mg/kg bw/day";"02/64/EC"
"206_sub_bnvd";"cinidon-ethyl";"142891-20-1";"DJA";"";"";"";"";"";"";"";"";"";"";0.01;"mg/kg bw/day";"02/64/EC"
"206_sub_bnvd";"cinidon-ethyl";"142891-20-1";"DRfA";"";"";"";"";"";"";"";"";"";"Not appl.";"";"";"02/64/EC"
"207_sub_bnvd";"cintofen";"130561-48-7";"AOEL";"";0.165;"mg/kg/j";"UE 01/06/11";"90 jours, voie orale, rat";"16.5";"mg/kg p.c./j";100;"non nécessaire";"";0.165;"mg/kg bw/day";"11/40/EU"
"207_sub_bnvd";"cintofen";"130561-48-7";"DJA";"";0.091;"mg/kg/j";"UE 01/06/11";"2 ans, voie orale, rat";"9.1";"mg/kg p.c./j";100;"non nécessaire";"";0.091;"mg/kg bw/day";"11/40/EU"
"207_sub_bnvd";"cintofen";"130561-48-7";"DRfA";"non pertinent";"";"";"UE 01/06/11";"";"";"";"";"non nécessaire";"Not appl.";"";"";"11/40/EU"
"208_sub_bnvd";"cire d'abeille";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"209_sub_bnvd";"cire";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"210_sub_bnvd";"cires de petrole";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"211_sub_bnvd";"cires microcristallines";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"212_sub_bnvd";"clethodime";"99129-21-2";"AOEL";"";0.2;"mg/kg/j";"UE 01/06/11";"90 jours et 1 an, voie orale, chien";"21";"mg/kg/p.c./j";100;"non nécessaire";"";0.2;"mg/kg bw/day";"EFSA 11"
"212_sub_bnvd";"clethodime";"99129-21-2";"DJA";"";0.16;"mg/kg/j";"UE 01/06/11";"2 ans, voie orale, rat";"16";"mg/kg/p.c./j";100;"non nécessaire";"";0.16;"mg/kg bw/day";"EFSA 11"
"212_sub_bnvd";"clethodime";"99129-21-2";"DRfA";"non pertinent";"";"";"UE 01/06/11";"";"";"";"";"non nécessaire";"Not appl.";"";"";"EFSA 11"
"213_sub_bnvd";"clodinafop-propargyl";"105512-06-9";"AOEL";"";0.026;"mg/kg/j";"UE 27/01/06";"1 an, voie orale, chien";"3.4";"mg/kg p.c./j";100;"75%";"";0.026;"mg/kg bw/day";"Dir 06/39"
"213_sub_bnvd";"clodinafop-propargyl";"105512-06-9";"DJA";"";0.003;"mg/kg/j";"UE 27/01/06";"2 ans, voie orale, rat";"0.3";"mg/kg p.c./j";100;"non nécessaire";"";0.003;"mg/kg bw/day";"Dir 06/39"
"213_sub_bnvd";"clodinafop-propargyl";"105512-06-9";"DRfA";"";0.05;"mg/kg pc";"UE 27/01/06";"Tératogenèse, voie orale, rat";"5";"mg/kg p.c./j";100;"non nécessaire";"";0.05;"mg/kg bw";"Dir 06/39"
"214_sub_bnvd";"clofentezine";"74115-24-5";"AAOEL";"";"";"";"";"";"";"";"";"";"Not appl.";"";"";""
"214_sub_bnvd";"clofentezine";"74115-24-5";"AOEL";"";"";"";"";"";"";"";"";"";"";0.013;"mg/kg bw/day";"Reg. (EU) 2023/2456"
"214_sub_bnvd";"clofentezine";"74115-24-5";"DJA";"";"";"";"";"";"";"";"";"";"";0.017;"mg/kg bw/day";"Reg. (EU) 2023/2456"
"214_sub_bnvd";"clofentezine";"74115-24-5";"DRfA";"";"";"";"";"";"";"";"";"";"Not appl.";"";"";""
"215_sub_bnvd";"clomazone";"81777-89-1";"AOEL";"";0.133;"mg/kg/j";"UE 20/12/07";"1 an, voie orale, chien";"13.3";"mg/kg p.c./j";100;"non nécessaire";"";0.133;"mg/kg bw/day";"Dir 07/76"
"215_sub_bnvd";"clomazone";"81777-89-1";"DJA";"";0.133;"mg/kg/j";"UE 20/12/07";"1 an, voie orale, chien";"13.3";"mg/kg p.c./j";100;"non nécessaire";"";0.133;"mg/kg bw/day";"Dir 07/76"
"215_sub_bnvd";"clomazone";"81777-89-1";"DRfA";"non pertinent";"";"";"UE 20/12/07";"";"";"";"";"non nécessaire";"Not appl.";"";"";"Dir 07/76"
"216_sub_bnvd";"clonostachys rosea j1446 (anciennement gliocladium catenulatum)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"217_sub_bnvd";"clopyralid (sous forme de sel de monoethanolamine)";"57754-85-5";"AAOEL";"";"";"";"";"";"";"";"";"";"";0.17;"mg/kg bw/day";"Reg. (EU) 2021/1191"
"217_sub_bnvd";"clopyralid (sous forme de sel de monoethanolamine)";"57754-85-5";"AOEL";"";"";"";"";"";"";"";"";"";"";0.15;"mg/kg bw/day";"Reg. (EU) 2021/1191"
"217_sub_bnvd";"clopyralid (sous forme de sel de monoethanolamine)";"57754-85-5";"DJA";"";"";"";"";"";"";"";"";"";"";0.15;"mg/kg bw/day";"Dir 06/64"
"217_sub_bnvd";"clopyralid (sous forme de sel de monoethanolamine)";"57754-85-5";"DRfA";"";"";"";"";"";"";"";"";"";"";0.17;"mg/kg bw";"Reg. (EU) 2021/1191"
"218_sub_bnvd";"clopyralid";"1702-17-6";"AAOEL";"";0.17;"mg/kg/j";"UE 20/05/21";"Tératogenèse, voie orale, lapin";"<50";"mg/kg/p.c./j";300;"non nécessaire";"";0.17;"mg/kg bw/day";"Reg. (EU) 2021/1191"
"218_sub_bnvd";"clopyralid";"1702-17-6";"AOEL";"";0.15;"mg/kg/j";"UE 20/05/21";"Etude multigénérations,voie orale, rat";"15";"mg/kg p.c./j";100;"non nécessaire";"";0.15;"mg/kg bw/day";"Reg. (EU) 2021/1191"
"218_sub_bnvd";"clopyralid";"1702-17-6";"DJA";"";0.15;"mg/kg/j";"UE 20/05/21";"2 ans, voie orale, rat";"15";"mg/kg p.c./j";100;"non nécessaire";"";0.15;"mg/kg bw/day";"Dir 06/64"
"218_sub_bnvd";"clopyralid";"1702-17-6";"DRfA";"";0.17;"mg/kg pc";"UE 20/05/21";"Tératogenèse, voie orale, lapin";"<50";"mg/kg/p.c./j";300;"non nécessaire";"";0.17;"mg/kg bw";"Reg. (EU) 2021/1191"
"219_sub_bnvd";"cloquintocet-mexyl";"99607-70-2";"AOEL";"";0.05;"mg/kg/j";"CES_PHYTO ";"90 jours, voie orale, rat";"";"";100;"non nécessaire";"";"";"";""
"219_sub_bnvd";"cloquintocet-mexyl";"99607-70-2";"DJA";"";0.04;"mg/kg/j";"CES_PHYTO ";"2 ans, voie orale, rat";"4";"mg/kg p.c./j";100;"non nécessaire";"";"";"";""
"219_sub_bnvd";"cloquintocet-mexyl";"99607-70-2";"DRfA";"";1.0;"mg/kg pc";"CES_PHYTO ";"Tératogenèse, voie orale, rat";"";"";100;"non nécessaire";"";"";"";""
"220_sub_bnvd";"clothianidine";"210880-92-5";"AOEL";"";"";"";"";"";"";"";"";"";"";0.1;"mg/kg bw/day";"06/41/EC"
"220_sub_bnvd";"clothianidine";"210880-92-5";"DJA";"";"";"";"";"";"";"";"";"";"";0.097;"mg/kg bw/day";"06/41/EC"
"220_sub_bnvd";"clothianidine";"210880-92-5";"DRfA";"";"";"";"";"";"";"";"";"";"";0.1;"mg/kg bw";"06/41/EC"
"221_sub_bnvd";"colophane traitee au maleate";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"222_sub_bnvd";"colophane";"8050-09-7";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"223_sub_bnvd";"composes de l'ion ammonium quaternaire, benzylalkyl en c12-c18 dimethyles, chlorures";"68391-01-5";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"224_sub_bnvd";"composition complexe";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"225_sub_bnvd";"coniothyrium minitans souche con/m/91-08";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"226_sub_bnvd";"copolymere de polyether - polymethylsiloxane";"134180-76-0";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"227_sub_bnvd";"cos-oga";"";"AOEL";"non pertinent";"";"";"UE 22/04/15";"";"";"";"";"non nécessaire";"Not appl.";"";"";" Reg. (EU) 2015/543"
"227_sub_bnvd";"cos-oga";"";"DJA";"non pertinent";"";"";"UE 22/04/15";"";"";"";"";"non nécessaire";"Not appl.";"";"";" Reg. (EU) 2015/543"
"227_sub_bnvd";"cos-oga";"";"DRfA";"non pertinent";"";"";"UE 22/04/15";"";"";"";"";"non nécessaire";"Not appl.";"";"";" Reg. (EU) 2015/543"
"228_sub_bnvd";"cresol";"95-48-7";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"229_sub_bnvd";"cresyl";"95-48-7";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"230_sub_bnvd";"cuivre de l'hydroxyde de cuivre";"20427-59-2";"AAOEL";"non pertinent";"";"";"UE 01/01/19";"";"";"";"";"non nécessaire";"";"";"";""
"230_sub_bnvd";"cuivre de l'hydroxyde de cuivre";"20427-59-2";"AOEL";"";0.08;"mg/kg/j";"UE 01/01/19";"Autre(s) étude(s)";"";"";1;"50%";"";"";"";""
"230_sub_bnvd";"cuivre de l'hydroxyde de cuivre";"20427-59-2";"DJA";"";0.07;"mg/kg/j";"UE 31/01/24";"Autre(s) étude(s)";"";"";1;"non nécessaire";"";"";"";""
"230_sub_bnvd";"cuivre de l'hydroxyde de cuivre";"20427-59-2";"DRfA";"non pertinent";"";"";"UE 01/01/19";"";"";"";"";"non nécessaire";"";"";"";""
"231_sub_bnvd";"cuivre de l'oxychlorure de cuivre (trihydroxychlorure de dicuivre)";"1332-65-6";"AAOEL";"non pertinent";"";"";"UE 01/01/19";"";"";"";"";"non nécessaire";"";"";"";""
"231_sub_bnvd";"cuivre de l'oxychlorure de cuivre (trihydroxychlorure de dicuivre)";"1332-65-6";"AOEL";"";0.08;"mg/kg/j";"UE 01/01/19";"Autre(s) étude(s)";"";"";1;"50%";"";"";"";""
"231_sub_bnvd";"cuivre de l'oxychlorure de cuivre (trihydroxychlorure de dicuivre)";"1332-65-6";"DJA";"";0.07;"mg/kg/j";"UE 31/01/24";"Autre(s) étude(s)";"";"";1;"non nécessaire";"";"";"";""
"231_sub_bnvd";"cuivre de l'oxychlorure de cuivre (trihydroxychlorure de dicuivre)";"1332-65-6";"DRfA";"non pertinent";"";"";"UE 01/01/19";"";"";"";"";"non nécessaire";"";"";"";""
"232_sub_bnvd";"cuivre de l'oxychlorure de cuivre";"1332-40-7";"AAOEL";"non pertinent";"";"";"UE 01/01/19";"";"";"";"";"non nécessaire";"";"";"";""
"232_sub_bnvd";"cuivre de l'oxychlorure de cuivre";"1332-40-7";"AOEL";"";0.08;"mg/kg/j";"UE 01/01/19";"Autre(s) étude(s)";"";"";1;"50%";"";"";"";""
"232_sub_bnvd";"cuivre de l'oxychlorure de cuivre";"1332-40-7";"DJA";"";0.07;"mg/kg/j";"UE 31/01/24";"Autre(s) étude(s)";"";"";1;"non nécessaire";"";"";"";""
"232_sub_bnvd";"cuivre de l'oxychlorure de cuivre";"1332-40-7";"DRfA";"non pertinent";"";"";"UE 01/01/19";"";"";"";"";"non nécessaire";"";"";"";""
"233_sub_bnvd";"cuivre de l'oxyde cuivreux";"1317-39-1";"AAOEL";"non pertinent";"";"";"UE 01/01/19";"";"";"";"";"non nécessaire";"";"";"";""
"233_sub_bnvd";"cuivre de l'oxyde cuivreux";"1317-39-1";"AOEL";"";0.08;"mg/kg/j";"UE 01/01/19";"Autre(s) étude(s)";"";"";1;"50%";"";"";"";""
"233_sub_bnvd";"cuivre de l'oxyde cuivreux";"1317-39-1";"DJA";"";0.07;"mg/kg/j";"UE 31/01/24";"Autre(s) étude(s)";"";"";1;"non nécessaire";"";"";"";""
"233_sub_bnvd";"cuivre de l'oxyde cuivreux";"1317-39-1";"DRfA";"non pertinent";"";"";"UE 01/01/19";"";"";"";"";"non nécessaire";"";"";"";""
"234_sub_bnvd";"cuivre du carbonate de cuivre";"12069-69-1";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"235_sub_bnvd";"cuivre du sulfate de cuivre";"7758-98-7";"AOEL";"";"";"";"";"";"";"";"";"";"";0.08;"mg/kg bw/day";"Reg. (EU) 2018/1981"
"235_sub_bnvd";"cuivre du sulfate de cuivre";"7758-98-7";"DJA";"";"";"";"";"";"";"";"";"";"";0.07;"mg/kg bw/day";"PAFF 11/12/2023"
"235_sub_bnvd";"cuivre du sulfate de cuivre";"7758-98-7";"DRfA";"";"";"";"";"";"";"";"";"";"Not appl.";"";"";"PAFF 11/12/2023"
"236_sub_bnvd";"cuivre du sulfate de cuivre";"8011-63-0";"AAOEL";"non pertinent";"";"";"UE 01/01/19";"";"";"";"";"non nécessaire";"";"";"";""
"236_sub_bnvd";"cuivre du sulfate de cuivre";"8011-63-0";"AOEL";"";0.08;"mg/kg/j";"UE 01/01/19";"Autre(s) étude(s)";"";"";1;"50%";"";"";"";""
"236_sub_bnvd";"cuivre du sulfate de cuivre";"8011-63-0";"DJA";"";0.07;"mg/kg/j";"UE 31/01/24";"Autre(s) étude(s)";"";"";1;"non nécessaire";"";"";"";""
"236_sub_bnvd";"cuivre du sulfate de cuivre";"8011-63-0";"DRfA";"non pertinent";"";"";"UE 01/01/19";"";"";"";"";"non nécessaire";"";"";"";""
"237_sub_bnvd";"cuivre du sulfate tetracuivrique et tricalcique";"8011-63-0";"AAOEL";"non pertinent";"";"";"UE 01/01/19";"";"";"";"";"non nécessaire";"";"";"";""
"237_sub_bnvd";"cuivre du sulfate tetracuivrique et tricalcique";"8011-63-0";"AOEL";"";0.08;"mg/kg/j";"UE 01/01/19";"Autre(s) étude(s)";"";"";1;"50%";"";"";"";""
"237_sub_bnvd";"cuivre du sulfate tetracuivrique et tricalcique";"8011-63-0";"DJA";"";0.07;"mg/kg/j";"UE 31/01/24";"Autre(s) étude(s)";"";"";1;"non nécessaire";"";"";"";""
"237_sub_bnvd";"cuivre du sulfate tetracuivrique et tricalcique";"8011-63-0";"DRfA";"non pertinent";"";"";"UE 01/01/19";"";"";"";"";"non nécessaire";"";"";"";""
"238_sub_bnvd";"cuivre du sulfate tribasique";"12527-76-3";"AAOEL";"non pertinent";"";"";"UE 01/01/19";"";"";"";"";"non nécessaire";"";"";"";""
"238_sub_bnvd";"cuivre du sulfate tribasique";"12527-76-3";"AOEL";"";0.08;"mg/kg/j";"UE 01/01/19";"Autre(s) étude(s)";"";"";1;"50%";"";"";"";""
"238_sub_bnvd";"cuivre du sulfate tribasique";"12527-76-3";"DJA";"";0.07;"mg/kg/j";"UE 31/01/24";"Autre(s) étude(s)";"";"";1;"non nécessaire";"";"";"";""
"238_sub_bnvd";"cuivre du sulfate tribasique";"12527-76-3";"DRfA";"non pertinent";"";"";"UE 01/01/19";"";"";"";"";"non nécessaire";"";"";"";""
"239_sub_bnvd";"cuivre du tallate de cuivre";"71789-22-8";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"240_sub_bnvd";"cyanamide de calcium";"156-62-7";"AOEL";"";"";"";"";"";"";"";"";"";"";0.002;"mg/kg bw/day";"EFSA 10"
"240_sub_bnvd";"cyanamide de calcium";"156-62-7";"DJA";"";"";"";"";"";"";"";"";"";"";0.002;"mg/kg bw/day";"EFSA 10"
"240_sub_bnvd";"cyanamide de calcium";"156-62-7";"DRfA";"";"";"";"";"";"";"";"";"";"";0.05;"mg/kg bw";"EFSA 10"
"241_sub_bnvd";"cyanamide hydrogene";"420-04-2";"AOEL";"";"";"";"";"";"";"";"";"";"";0.002;"mg/kg bw/day";"EFSA 10"
"241_sub_bnvd";"cyanamide hydrogene";"420-04-2";"DJA";"";"";"";"";"";"";"";"";"";"";0.002;"mg/kg bw/day";"EFSA 10"
"241_sub_bnvd";"cyanamide hydrogene";"420-04-2";"DRfA";"";"";"";"";"";"";"";"";"";"";0.05;"mg/kg bw";"EFSA 10"
"242_sub_bnvd";"cyantraniliprole";"736994-63-1";"AOEL";"";0.007;"mg/kg/j";"UE 14/09/16";"1 an, voie orale, chien";"1";"mg/kg/p.c./j";100;"70%";"";0.007;"mg/kg bw/day";"Reg. (EU) 2016/1414"
"242_sub_bnvd";"cyantraniliprole";"736994-63-1";"DJA";"";0.01;"mg/kg/j";"UE 14/09/16";"1 an, voie orale, chien";"1";"mg/kg/p.c./j";100;"non nécessaire";"";0.01;"mg/kg bw/day";"Reg. (EU) 2016/1414"
"242_sub_bnvd";"cyantraniliprole";"736994-63-1";"DRfA";"non pertinent";"";"";"UE 14/09/16";"";"";"";"";"non nécessaire";"Not appl.";"";"";"Reg. (EU) 2016/1414"
"243_sub_bnvd";"cyazofamide";"120116-88-3";"AAOEL";"non pertinent";"";"";"UE 01/08/21";"";"";"";"";"non nécessaire";"Not appl.";"";"";"Reg. (EU) 2021/843 "
"243_sub_bnvd";"cyazofamide";"120116-88-3";"AOEL";"";0.045;"mg/kg/j";"UE 01/08/21";"90 jours, voie orale, rat";"29.5";"mg/kg p.c./j";667;"15%";"";0.045;"mg/kg bw/day";"03/23/EC"
"243_sub_bnvd";"cyazofamide";"120116-88-3";"DJA";"";0.17;"mg/kg/j";"UE 01/08/21";"2 ans, voie orale, rat";"17";"mg/kg p.c./j";100;"non nécessaire";"";0.17;"mg/kg bw/day";"03/23/EC"
"243_sub_bnvd";"cyazofamide";"120116-88-3";"DRfA";"non pertinent";"";"";"UE 01/08/21";"";"";"";"";"non nécessaire";"Not appl.";"";"";"03/23/EC"
"244_sub_bnvd";"cycloxydime";"101205-02-1";"AOEL";"";0.1;"mg/kg/j";"UE 01/06/11";"90 jours et 1 an, voie orale, chien";"10";"mg/kg p.c./j";100;"non nécessaire";"";0.1;"mg/kg bw/day";"EFSA 10"
"244_sub_bnvd";"cycloxydime";"101205-02-1";"DJA";"";0.07;"mg/kg/j";"UE 01/06/11";"2 ans, voie orale, rat";"7";"mg/kg p.c./j";100;"non nécessaire";"";0.07;"mg/kg bw/day";"EFSA 10"
"244_sub_bnvd";"cycloxydime";"101205-02-1";"DRfA";"";2.0;"mg/kg pc";"UE 01/06/11";"Tératogenèse, voie orale, lapin";"200";"mg/kg p.c./j";100;"non nécessaire";"";2.0;"mg/kg bw";"EFSA 10"
"245_sub_bnvd";"cydia pomonella granulosis, isolat m (cpvg m)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"246_sub_bnvd";"cydia pomonella granulovirus, isolat r5 (cpgv-r5)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"247_sub_bnvd";"cydia pomonella granulovirus";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"248_sub_bnvd";"cyflufenamid";"180409-60-3";"AOEL";"";0.03;"mg/kg/j";"UE 17/12/08";"1 an, voie orale, chien";"4.1";"mg/kg p.c./j";100;"70%";"";0.03;"mg/kg bw/day";"09/154/EC"
"248_sub_bnvd";"cyflufenamid";"180409-60-3";"DJA";"";0.04;"mg/kg/j";"UE ";"2 ans, voie orale, rat";"4.4";"mg/kg p.c./j";100;"non nécessaire";"";0.04;"mg/kg bw/day";"09/154/EC"
"248_sub_bnvd";"cyflufenamid";"180409-60-3";"DRfA";"";0.05;"mg/kg pc";"UE 17/12/08";"Tératogenèse, voie orale, lapin";"5";"mg/kg p.c./j";100;"non nécessaire";"";0.05;"mg/kg bw";"09/154/EC"
"249_sub_bnvd";"cyfluthrine";"68359-37-5";"AOEL";"";"";"";"";"";"";"";"";"";"";0.02;"mg/kg bw/day";"Dir 03/31"
"249_sub_bnvd";"cyfluthrine";"68359-37-5";"DJA";"";"";"";"";"";"";"";"";"";"";0.01;"mg/kg bw/day";"EFSA 2020"
"249_sub_bnvd";"cyfluthrine";"68359-37-5";"DRfA";"";"";"";"";"";"";"";"";"";"";0.01;"mg/kg bw";"EFSA 2020"
"250_sub_bnvd";"cyhalofop butyl";"122008-85-9";"AOEL";"";0.013;"mg/kg/j";"UE 01/07/17";"90 jours, voie orale, rat et chien";"3";"mg/kg p.c./j";100;"43%";"";0.013;"mg/kg bw/day";"Reg. (EU) 2017/753"
"250_sub_bnvd";"cyhalofop butyl";"122008-85-9";"DJA";"";0.003;"mg/kg/j";"UE 01/07/17";"18 mois, voie orale, souris";"0.3";"mg/kg p.c./j";100;"non nécessaire";"";0.003;"mg/kg bw/day";"Reg. (EU) 2017/753"
"250_sub_bnvd";"cyhalofop butyl";"122008-85-9";"DRfA";"";0.4;"mg/kg pc";"UE 01/07/17";"Tératogenèse, voie orale, lapin";"40";"mg/kg/p.c./j";100;"non nécessaire";"";0.4;"mg/kg bw";"Reg. (EU) 2017/753"
"251_sub_bnvd";"cyhexatin";"13121-70-5";"DJA";"";"";"";"";"";"";"";"";"";"";0.003;"mg/kg bw/day";"JMPR 2005"
"251_sub_bnvd";"cyhexatin";"13121-70-5";"DRfA";"";"";"";"";"";"";"";"";"";"";0.02;"mg/kg bw";"JMPR 2005"
"252_sub_bnvd";"cymoxanil";"57966-95-7";"AOEL";"";0.01;"mg/kg/j";"UE 01/09/09";"1 an, voie orale, chien";"1.3";"mg/kg p.c./j";100;"75%";"";0.01;"mg/kg bw/day";"Dir 08/125"
