"id_bnvd";"libelle_bnvd";"cas_bnvd";"index_eupdb";"libelle_eupdb";"cas_eupdb";"micro_organisme";"substance_base";"faible_risque";"faible_risque_liste_amm_ephy";"candidat_substitution";"candidat_substitution_type";"in_uab_pro";"uab_pro_liste_amm_ephy";"in_uab_amateur";"uab_amateur_liste_amm_ephy";"in_biocontrole";"biocontrole_liste_amm_ephy";"in_eaj";"in_eaj_bnvd";"eaj_liste_amm_bnvd";"in_eaj_ephy";"eaj_liste_amm_ephy"
"120_sub_bnvd";"beauveria bassiana souche 203";"63428-82-0";"1336";"Beauveria bassiana strain 203";"No CAS allocated";True;False;False;"";False;"";False;"";False;"";False;"";False;False;"";False;""
"121_sub_bnvd";"beauveria bassiana souche atcc 74040";"63428-82-0";"1275";"Beauveria bassiana strain ATCC 74040";"No CAS allocated";True;False;False;"";False;"";True;"2170437";False;"";True;"2170437";False;False;"";False;""
"122_sub_bnvd";"beauveria bassiana souche gha";"63428-82-0";"1339";"Beauveria bassiana strain GHA";"No CAS allocated";True;False;False;"";False;"";True;"2170780";False;"";True;"2170780";False;False;"";False;""
"123_sub_bnvd";"beauveria bassiana souche npp111b005";"63428-82-0";"";"";"";"";"";"";"";"";"";True;"2180058";False;"";True;"2180058";False;False;"";False;""
"124_sub_bnvd";"beflubutamide";"113614-08-7";"440";"Beflubutamid";"113614-08-7";False;False;False;"";False;"";False;"";False;"";False;"";False;False;"";False;""
"125_sub_bnvd";"benalaxyl-m";"98243-83-5";"441";"Benalaxyl-M";"98243-83-5";False;False;False;"";False;"";False;"";False;"";False;"";False;False;"";False;""
"126_sub_bnvd";"benalaxyl";"71626-11-4";"1345";"Benalaxyl";"71626-11-4";False;False;False;"";False;"";False;"";False;"";False;"";False;False;"";False;""
"127_sub_bnvd";"benfluraline";"1861-40-1";"444";"Benfluralin";"1861-40-1";False;False;False;"";False;"";False;"";False;"";False;"";False;False;"";False;""
"128_sub_bnvd";"benfuracarbe";"82560-54-1";"445";"Benfuracarb";"82560-54-1";False;False;False;"";False;"";False;"";False;"";False;"";False;False;"";False;""
"129_sub_bnvd";"benoxacor";"98730-04-2";"";"";"";"";"";"";"";"";"";False;"";False;"";False;"";False;False;"";False;""
"130_sub_bnvd";"bensulfuron methyl";"83055-99-6";"1019";"Bensulfuron";"83055-99-6";False;False;False;"";False;"";False;"";False;"";False;"";False;False;"";False;""
"131_sub_bnvd";"bentazone";"25057-89-0";"451";"Bentazone";"25057-89-0";False;False;False;"";False;"";False;"";False;"";False;"";False;False;"";False;""
"132_sub_bnvd";"benthiavalicarbe";"177406-68-7";"452";"Benthiavalicarb";"413615-35-7";False;False;False;"";False;"";False;"";False;"";False;"";False;False;"";False;""
"133_sub_bnvd";"benzoate de denatonium";"3734-33-6";"836";"Denathonium benzoate";"3734-33-6";False;False;False;"";False;"";False;"";False;"";False;"";False;False;"";False;""
"134_sub_bnvd";"benzoate de sodium";"532-32-1";"";"";"";"";"";"";"";"";"";False;"";False;"";False;"";False;False;"";False;""
"135_sub_bnvd";"benzobicyclon";"156963-66-5";"454";"Benzobicyclon";"156963-66-5";False;False;False;"";False;"";False;"";False;"";False;"";False;False;"";False;""
"136_sub_bnvd";"benzovindiflupyr";"1072957-71-1";"1204";"Benzovindiflupyr";"1072957-71-1";False;False;False;"";True;"deux critères PBT (persistant, bioaccumulable et toxique)";False;"";False;"";False;"";False;False;"";False;""
"137_sub_bnvd";"betacyfluthrine";"68359-37-5";"589";"Cyfluthrin";"68359-37-5";False;False;False;"";False;"";False;"";False;"";False;"";False;False;"";False;""
"138_sub_bnvd";"bicarbonate de potassium";"298-14-6";"51";"Potassium hydrogen carbonate";"298-14-6";False;False;True;"2110059
2110196
2171067
2190265";False;"";True;"2110059
2171200
2190265";True;"2110196
2171067";True;"2110059
2110196
2171067
2171200
2190265";True;True;"2110196
2171067";True;"2110196
2171067"
"139_sub_bnvd";"bifenazate";"149877-41-8";"1349";"Bifenazate";"149877-41-8";False;False;False;"";False;"";False;"";False;"";False;"";False;False;"";False;""
"140_sub_bnvd";"bifenox";"42576-02-3";"866";"Bifenox";"42576-02-3";False;False;False;"";False;"";False;"";False;"";False;"";False;False;"";False;""
"141_sub_bnvd";"bifenthrine";"82657-04-3";"460";"Bifenthrin";"82657-04-3";False;False;False;"";True;"deux critères PBT (persistant, bioaccumulable et toxique)";False;"";False;"";False;"";True;True;"2000124
2000466
2020052
2020254
2020297
2020298
2020300
2020301
2020426
2050040
2050042
2050043
9000171
9100162
9100163
9100375
9100704
9100706
9200145
9300214
9300299
9300300
9300530
9400213
9600385
9700235
9700591
9800394
9800425
9800426
9800520
9900094
9900127";True;"2000124
2000300
2020052
2020254
2020297
2020298
2020300
2020301
2020426
2050040
2050042
2050043
9000171
9100375
9100704
9100706
9200145
9300214
9300299
9300300
9300530
9400213
9600385
9700235
9700591
9800394
9800425
9800426
9800520
9900094
9900127"
"142_sub_bnvd";"bioallethrine";"584-79-2";"322";"Allethrin";"584-79-2";False;False;False;"";False;"";False;"";False;"";False;"";False;False;"";False;""
"143_sub_bnvd";"bis ( 3 - aminopropyl ) dodecylamine";"2372-82-9";"";"";"";"";"";"";"";"";"";False;"";False;"";False;"";False;False;"";False;""
"144_sub_bnvd";"bis (aminopropyl) laurylamine";"2372-82-9";"";"";"";"";"";"";"";"";"";False;"";False;"";False;"";False;False;"";False;""
"145_sub_bnvd";"bisulfate de sodium";"7681-36-1";"";"";"";"";"";"";"";"";"";False;"";False;"";False;"";False;False;"";False;""
"146_sub_bnvd";"bitertanol";"55179-31-2";"1393";"Bitertanol";"55179-31-2";False;False;False;"";False;"";False;"";False;"";False;"";False;False;"";False;""
"147_sub_bnvd";"bixafen";"581809-46-3";"675";"Bixafen";"581809-46-3";False;False;False;"";False;"";False;"";False;"";False;"";False;False;"";False;""
"148_sub_bnvd";"bore de solubore";"12280-03-4";"1383";"Disodium octaborate tetrahydrate";"12280-03-4";False;False;False;"";False;"";False;"";False;"";True;"7400657";False;False;"";False;""
"149_sub_bnvd";"boscalid";"188425-85-6";"472";"Boscalid (formerly nicobifen)";"188425-85-6";False;False;False;"";False;"";False;"";False;"";False;"";False;False;"";False;""
"150_sub_bnvd";"brai";"65996-93-2";"";"";"";"";"";"";"";"";"";False;"";False;"";False;"";True;True;"7400610
8400364";False;""
"151_sub_bnvd";"brodifacoum";"56073-10-0";"474";"Brodifacoum";"56073-10-0";False;False;False;"";False;"";False;"";False;"";False;"";True;True;"2010137";False;""
"152_sub_bnvd";"bromadiolone";"28772-56-7";"476";"Bromadiolone";"28772-56-7";False;False;False;"";True;"faible DJA / ARfD / AOEL";False;"";False;"";False;"";True;True;"2000108
2010309
2030405
2030406
7500588
7700788
8600491
9600009
9900025";False;""
"153_sub_bnvd";"bromoxynil octanoate";"1689-99-2";"483";"Bromoxynil";"1689-84-5";False;False;False;"";False;"";False;"";False;"";False;"";False;False;"";False;""
"154_sub_bnvd";"bromoxynil";"1689-84-5";"483";"Bromoxynil";"1689-84-5";False;False;False;"";False;"";False;"";False;"";False;"";False;False;"";False;""
"155_sub_bnvd";"bromuconazole";"116255-48-2";"484";"Bromuconazole";"116255-48-2";False;False;False;"";True;"deux critères PBT (persistant, bioaccumulable et toxique)";False;"";False;"";False;"";False;False;"";False;""
"156_sub_bnvd";"bromure de lauryl dimethyl benzyl ammonium";"7281-04-1";"";"";"";"";"";"";"";"";"";False;"";False;"";False;"";False;False;"";False;""
"157_sub_bnvd";"bromure de methyle";"74-83-9";"220";"Methyl bromide";"74-83-9";False;False;False;"";False;"";False;"";False;"";False;"";False;False;"";False;""
"158_sub_bnvd";"bupirimate";"41483-43-6";"485";"Bupirimate";"41483-43-6";False;False;False;"";False;"";False;"";False;"";False;"";False;False;"";False;""
"159_sub_bnvd";"buprofezine";"69327-76-0";"486";"Buprofezin";"69327-76-0";False;False;False;"";False;"";False;"";False;"";False;"";True;True;"2010529
9000160";True;"9000160"
"160_sub_bnvd";"butoxyde de piperonyle";"51-03-6";"";"";"";"";"";"";"";"";"";True;"8800818";True;"7500004
8800335
9100177
9100259";True;"2100105
2110084
8400098
8900132
9100259";True;True;"2020365
2110084
7500004
8400098
8800335
8800622
8800818
8900132
9100177
9100259
9100260
9900373";True;"2020365
2110084
7500004
8400098
8800335
8800622
8800818
8900132
9100177
9100259
9900373"
"161_sub_bnvd";"butraline";"33629-47-9";"490";"Butralin";"33629-47-9";False;False;False;"";False;"";False;"";False;"";False;"";False;False;"";False;""
"162_sub_bnvd";"candida oleophila souche o";"";"";"";"";"";"";"";"";"";"";True;"2080108";False;"";True;"2080108";False;False;"";False;""
"163_sub_bnvd";"captane";"133-06-2";"505";"Captan";"133-06-02";False;False;False;"";False;"";False;"";False;"";False;"";False;False;"";False;""
"164_sub_bnvd";"carbaryl";"63-25-2";"832";"Carbaryl";"63-25-2";False;False;False;"";False;"";False;"";False;"";False;"";False;False;"";False;""
"165_sub_bnvd";"carbendazime";"10605-21-7";"506";"Carbendazim";"10605-21-7";False;False;False;"";True;"reprotoxique 1A / 1B";False;"";False;"";False;"";False;False;"";False;""
"166_sub_bnvd";"carbetamide";"16118-49-3";"507";"Carbetamide";"16118-49-3";False;False;False;"";False;"";False;"";False;"";False;"";True;True;"8400145
8900231
9320048
9600091
9700358
9700411";True;"8400145
8900231
9320048
9600091
9700358
9700411"
"167_sub_bnvd";"carbofuran";"1563-66-2";"508";"Carbofuran";"1563-66-2";False;False;False;"";False;"";False;"";False;"";False;"";True;True;"8400032
8600644";False;""
"168_sub_bnvd";"carbonate d'ammonium";"506-87-6";"340";"Ammonium carbonate";"10361-29-2";False;False;False;"";False;"";True;"2170392";False;"";True;"2170392";False;False;"";False;""
"169_sub_bnvd";"carbosulfan";"55285-14-8";"513";"Carbosulfan";"55285-14-8";False;False;False;"";False;"";False;"";False;"";False;"";False;False;"";False;""
"170_sub_bnvd";"carboxine";"5234-68-4";"514";"Carboxin";"5234-68-4";False;False;False;"";False;"";False;"";False;"";False;"";False;False;"";False;""
"171_sub_bnvd";"carfentrazone ethyl";"128639-02-1";"515";"Carfentrazone-ethyl";"128639-02-1";False;False;False;"";False;"";False;"";False;"";False;"";False;False;"";False;""
"172_sub_bnvd";"cerevisane";"68876-77-7";"1065";"Cerevisane";"No CAS allocated";False;False;True;"2170654
2180275";False;"";True;"2170654";True;"2180275";True;"2170654
2180275";True;True;"2180275";True;"2180275"
"173_sub_bnvd";"chlorantraniliprole";"500008-45-7";"526";"Chlorantraniliprole";"500008-45-7";False;False;False;"";False;"";False;"";False;"";False;"";False;False;"";False;""
"174_sub_bnvd";"chlorate de sodium";"7775-09-9";"1141";"Sodium chloride";"7647-14-5 ";False;True;False;"";False;"";False;"";False;"";False;"";True;True;"2040349
2040350
2040351
2040352
2040353
2080085
2080086
9200143
9400227
9400327
9500351
9800227
9900015";True;"2040352
2040353
2070168
2080085
2080086
9200143
9900015"
"175_sub_bnvd";"chlorhydrate de poly biguanide";"32289-58-0";"";"";"";"";"";"";"";"";"";False;"";False;"";False;"";False;False;"";False;""
"176_sub_bnvd";"chlorhydrate de poly hexamethylene biguanidine";"27083-27-8";"";"";"";"";"";"";"";"";"";False;"";False;"";False;"";False;False;"";False;""
"177_sub_bnvd";"chlorhydrate de poly(hexamethylene biguanide)";"27083-27-8";"";"";"";"";"";"";"";"";"";False;"";False;"";False;"";False;False;"";False;""
"178_sub_bnvd";"chlorhydrate de poly-imino-imido biguanidine";"91403-50-8";"";"";"";"";"";"";"";"";"";False;"";False;"";False;"";False;False;"";False;""
"179_sub_bnvd";"chloridazone";"1698-60-8";"538";"Chloridazon (aka pyrazone)";"1698-60-8";False;False;False;"";False;"";False;"";False;"";False;"";False;False;"";False;""
"180_sub_bnvd";"chlormephos";"24934-91-6";"1354";"Chlormephos";"24934-91-6";False;False;False;"";False;"";False;"";False;"";False;"";False;False;"";False;""
"181_sub_bnvd";"chlormequat chlorure";"999-81-5";"539";"Chlormequat";"7003-89-6";False;False;False;"";False;"";False;"";False;"";False;"";False;False;"";False;""
"182_sub_bnvd";"chlorophacinone";"3691-35-8";"541";"Chlorophacinone";"3691-35-8";False;False;False;"";False;"";False;"";False;"";False;"";True;True;"2000024
2010013
2020100
6600112
7500277
7500391
7500446
7500464
7500540
8100236
8100516
8200295
8600182
8700210
8900045
8900143
8900401
9100234
9200072
9500415
9500615
9600115
9700549";True;"6600112"
"183_sub_bnvd";"chlorophylline (sels cuprosodiques)";"11006-34-1";"";"";"";"";"";"";"";"";"";False;"";False;"";False;"";False;False;"";False;""
"184_sub_bnvd";"chlorothalonil";"1897-45-6";"544";"Chlorothalonil";"1897-45-6";False;False;False;"";False;"";False;"";False;"";False;"";False;False;"";False;""
"185_sub_bnvd";"chlorotoluron";"15545-48-9";"545";"Chlorotoluron";"15545-48-9";False;False;False;"";True;"deux critères PBT (persistant, bioaccumulable et toxique)";False;"";False;"";False;"";False;False;"";False;""
"185_sub_bnvd";"chlorotoluron";"15545-48-9";"545";"Chlorotoluron";"15545-48-9";False;False;False;"";True;"propriétés de perturbation endocrinienne";False;"";False;"";False;"";False;False;"";False;""
"186_sub_bnvd";"chlorprophame";"101-21-3";"1356";"Chlorpropham";"101-21-3";False;False;False;"";False;"";False;"";False;"";False;"";False;False;"";False;""
"187_sub_bnvd";"chlorpyriphos-ethyl";"2921-88-2";"548";"Chlorpyrifos";"2921-88-2";False;False;False;"";False;"";False;"";False;"";False;"";True;False;"";True;"9900154"
"188_sub_bnvd";"chlorpyriphos-methyl";"5598-13-0";"549";"Chlorpyrifos-methyl";"5598-13-0";False;False;False;"";False;"";False;"";False;"";False;"";False;False;"";False;""
"189_sub_bnvd";"chlorsulfuron";"64902-72-3";"550";"Chlorsulfuron";"64902-72-3";False;False;False;"";False;"";False;"";False;"";False;"";False;False;"";False;""
"190_sub_bnvd";"chlorthal";"2136-79-0";"551";"Chlorthal-dimethyl";"1861-32-1";False;False;False;"";False;"";False;"";False;"";False;"";False;False;"";False;""
"191_sub_bnvd";"chlorure d'alkyl dimethyl ammonium";"68424-85-1";"";"";"";"";"";"";"";"";"";False;"";False;"";False;"";False;False;"";False;""
"192_sub_bnvd";"chlorure d'alkyl dimethyl benzyl ammonium";"68424-85-1";"";"";"";"";"";"";"";"";"";False;"";False;"";False;"";False;False;"";False;""
"193_sub_bnvd";"chlorure d'iode";"7553-56-2";"";"";"";"";"";"";"";"";"";False;"";False;"";False;"";False;False;"";False;""
"194_sub_bnvd";"chlorure de benzalkonium";"68424-85-1";"";"";"";"";"";"";"";"";"";False;"";False;"";False;"";False;False;"";False;""
"195_sub_bnvd";"chlorure de choline";"67-48-1";"1021";"Choline chloride";"67-48-1";False;False;False;"";False;"";False;"";False;"";False;"";False;False;"";False;""
"196_sub_bnvd";"chlorure de didecyl ammonium";"7173-51-5";"1190";"Didecyldimethylammonium chloride (DDAC)";"7173-51-5";False;False;False;"";False;"";False;"";False;"";False;"";False;False;"";False;""
"197_sub_bnvd";"chlorure de didecyl dimethyl ammonium";"7173-51-5";"1190";"Didecyldimethylammonium chloride (DDAC)";"7173-51-5";False;False;False;"";False;"";False;"";False;"";False;"";False;False;"";False;""
"198_sub_bnvd";"chlorure de didecyldimethylbenzylammonium";"68424-85-1";"";"";"";"";"";"";"";"";"";False;"";False;"";False;"";False;False;"";False;""
"199_sub_bnvd";"chlorure de dimethyl dialkyl ammonium";"7173-51-5";"1190";"Didecyldimethylammonium chloride (DDAC)";"7173-51-5";False;False;False;"";False;"";False;"";False;"";False;"";False;False;"";False;""
"200_sub_bnvd";"chlorure de dimethyl ethyl ammonium";"7173-51-5";"1190";"Didecyldimethylammonium chloride (DDAC)";"7173-51-5";False;False;False;"";False;"";False;"";False;"";False;"";False;False;"";False;""
"201_sub_bnvd";"chlorure de lauryl dimethyl benzyl ammonium";"7173-51-5";"1190";"Didecyldimethylammonium chloride (DDAC)";"7173-51-5";False;False;False;"";False;"";False;"";False;"";False;"";False;False;"";False;""
"202_sub_bnvd";"chlorure de n coco dimethyl benzyl ammonium";"";"";"";"";"";"";"";"";"";"";False;"";False;"";False;"";False;False;"";False;""
"203_sub_bnvd";"chlorure de sodium";"7647-14-5";"1141";"Sodium chloride";"7647-14-5 ";False;True;False;"";False;"";False;"";False;"";False;"";False;False;"";False;""
"204_sub_bnvd";"chlorures n-alkyl dimethyl benzyl ammonium";"68424-85-1";"";"";"";"";"";"";"";"";"";False;"";False;"";False;"";False;False;"";False;""
"205_sub_bnvd";"chlorures n-alkyl dimethyl ethyl benzyl ammonium";"85409-23-0";"";"";"";"";"";"";"";"";"";False;"";False;"";False;"";False;False;"";False;""
"206_sub_bnvd";"cinidon-ethyl";"142891-20-1";"555";"Cinidon ethyl";"142891-20-1";False;False;False;"";False;"";False;"";False;"";False;"";False;False;"";False;""
"207_sub_bnvd";"cintofen";"130561-48-7";"1027";"Sintofen (aka Cintofen)";"130561-48-7";False;False;False;"";False;"";False;"";False;"";False;"";False;False;"";False;""
"208_sub_bnvd";"cire d'abeille";"";"";"";"";"";"";"";"";"";"";False;"";False;"";False;"";True;True;"7400610
9000359
9000360
9500296";False;""
"209_sub_bnvd";"cire";"";"";"";"";"";"";"";"";"";"";False;"";False;"";False;"";True;True;"8400364";False;""
"210_sub_bnvd";"cires de petrole";"";"";"";"";"";"";"";"";"";"";False;"";False;"";False;"";False;False;"";False;""
"211_sub_bnvd";"cires microcristallines";"";"";"";"";"";"";"";"";"";"";False;"";False;"";False;"";False;False;"";False;""
"212_sub_bnvd";"clethodime";"99129-21-2";"561";"Clethodim";"99129-21-2";False;False;False;"";False;"";False;"";False;"";False;"";False;False;"";False;""
"213_sub_bnvd";"clodinafop-propargyl";"105512-06-9";"562";"Clodinafop";"105512-06-9";False;False;False;"";False;"";False;"";False;"";False;"";False;False;"";False;""
"214_sub_bnvd";"clofentezine";"74115-24-5";"564";"Clofentezine";"74115-24-5";False;False;False;"";False;"";False;"";False;"";False;"";False;False;"";False;""
"215_sub_bnvd";"clomazone";"81777-89-1";"565";"Clomazone";"81777-89-1 ";False;False;False;"";False;"";False;"";False;"";False;"";False;False;"";False;""
"216_sub_bnvd";"clonostachys rosea j1446 (anciennement gliocladium catenulatum)";"";"";"";"";"";"";"";"2120177
2150847";"";"";True;"2120177
2150847";False;"";True;"2120177
2150847";False;False;"";False;""
"217_sub_bnvd";"clopyralid (sous forme de sel de monoethanolamine)";"57754-85-5";"566";"Clopyralid";"1702-17-6";False;False;False;"";False;"";False;"";False;"";False;"";False;False;"";False;""
"218_sub_bnvd";"clopyralid";"1702-17-6";"566";"Clopyralid";"1702-17-6";False;False;False;"";False;"";False;"";False;"";False;"";True;True;"2050143
9600404
9800432";True;"2050143
2050144
9600404
9800432"
"219_sub_bnvd";"cloquintocet-mexyl";"99607-70-2";"";"";"";"";"";"";"";"";"";False;"";False;"";False;"";False;False;"";False;""
"220_sub_bnvd";"clothianidine";"210880-92-5";"867";"Clothianidin";"210880-92-5";False;False;False;"";False;"";False;"";False;"";False;"";False;False;"";False;""
"221_sub_bnvd";"colophane traitee au maleate";"";"";"";"";"";"";"";"";"";"";False;"";False;"";False;"";True;True;"7400610
8400364";False;""
"222_sub_bnvd";"colophane";"8050-09-7";"";"";"";"";"";"";"";"";"";False;"";False;"";False;"";True;True;"9500296";False;""
"223_sub_bnvd";"composes de l'ion ammonium quaternaire, benzylalkyl en c12-c18 dimethyles, chlorures";"68391-01-5";"";"";"";"";"";"";"";"";"";False;"";False;"";False;"";False;False;"";False;""
"224_sub_bnvd";"composition complexe";"";"";"";"";"";"";"";"";"";"";False;"";False;"";False;"";False;False;"";False;""
"225_sub_bnvd";"coniothyrium minitans souche con/m/91-08";"";"";"";"";"";"";"";"9900189";"";"";True;"9900189";False;"";True;"9900189";False;False;"";False;""
"226_sub_bnvd";"copolymere de polyether - polymethylsiloxane";"134180-76-0";"";"";"";"";"";"";"";"";"";False;"";False;"";False;"";False;False;"";False;""
"227_sub_bnvd";"cos-oga";"";"1185";"COS-OGA";"No CAS allocated";False;False;True;"2170932
2190730";False;"";True;"2150479
2190730";True;"2170932";True;"2150479
2170932
2190730";True;False;"";True;"2170932"
"228_sub_bnvd";"cresol";"95-48-7";"576";"Cresylic acid";"No CAS allocated";False;False;False;"";False;"";False;"";False;"";False;"";True;True;"2020001";False;""
"229_sub_bnvd";"cresyl";"95-48-7";"";"";"";"";"";"";"";"";"";False;"";False;"";False;"";True;True;"9400332
9600474";False;""
"230_sub_bnvd";"cuivre de l'hydroxyde de cuivre";"20427-59-2";"571";"Copper hydroxide";"20427-59-2";False;False;False;"";True;"deux critères PBT (persistant, bioaccumulable et toxique)";True;"2000087
2000517
2090133
2090134
2090135
2090170
2110021
2180670
2180829
8200024
9000277
9700401
9800304
9900227
9900354";True;"9600097";False;"";True;True;"9100639
9300180
9300181
9400345
9600016
9600097";True;"9100639
9300180
9300181
9400345
9600016
9600097"
"231_sub_bnvd";"cuivre de l'oxychlorure de cuivre (trihydroxychlorure de dicuivre)";"1332-65-6";"572";"Copper oxychloride";"1332-65-6";False;False;False;"";True;"deux critères PBT (persistant, bioaccumulable et toxique)";True;"2180670
2180829";False;"";False;"";True;True;"6500400
9100637
9700399";True;"9100637
9700399"
"232_sub_bnvd";"cuivre de l'oxychlorure de cuivre";"1332-40-7";"572";"Copper oxychloride";"1332-65-6";False;False;False;"";True;"deux critères PBT (persistant, bioaccumulable et toxique)";True;"2000210
7200451
7700681
8700506
9300490
9400346";True;"7800571
9900282";False;"";True;True;"2020321
6200015
7800571
8000624
9700171
9900282";True;"2020321
6200015
7800571
8000624
9700171
9900282"
"233_sub_bnvd";"cuivre de l'oxyde cuivreux";"1317-39-1";"580";"Copper oxide";"1317-39-1";False;False;False;"";True;"deux critères PBT (persistant, bioaccumulable et toxique)";True;"2010130
2170702";True;"2110180";False;"";True;True;"2110180
8600063";True;"2110180
8600063"
"234_sub_bnvd";"cuivre du carbonate de cuivre";"12069-69-1";"";"";"";"";"";"";"";"";"";False;"";False;"";False;"";False;False;"";False;""
"235_sub_bnvd";"cuivre du sulfate de cuivre";"7758-98-7";"1221";"Copper compounds";"No unique CAS";False;False;False;"";True;"deux critères PBT (persistant, bioaccumulable et toxique)";True;"2090137
2110006";True;"2000125
2110083";False;"";True;True;"2000125
2110083";True;"2000125
2110083"
"236_sub_bnvd";"cuivre du sulfate de cuivre";"8011-63-0";"470";"Bordeaux mixture";"No CAS allocated";False;False;False;"";True;"deux critères PBT (persistant, bioaccumulable et toxique)";True;"2010618
2090121
2090137
2110006
2110021
2180901
6200075
7500716
7800305
9200359
9300571
9500452
9800474
9900013";True;"2000125
2150087
2189993
2189994
7700568
9500302
9900257";False;"";True;True;"2000089
2000125
2010209
2010520
2020027
2040207
2040213
2040314
2150087
6900376
7500242
7700568
7900379
8000600
9000595
9100262
9300326
9500302
9500411
9600466
9700394
9800130
9900257";True;"2000089
2000125
2010209
2010520
2020027
2040207
2040213
2040314
2150087
2189993
2189994
6900376
7500242
7700568
7900379
8000600
9000595
9100262
9300326
9500302
9500411
9600466
9700394
9800130
9900257"
"237_sub_bnvd";"cuivre du sulfate tetracuivrique et tricalcique";"8011-63-0";"470";"Bordeaux mixture";"No CAS allocated";False;False;False;"";True;"deux critères PBT (persistant, bioaccumulable et toxique)";True;"9400352";False;"";False;"";False;False;"";False;""
"238_sub_bnvd";"cuivre du sulfate tribasique";"12527-76-3";"1222";"Tribasic copper sulphate";"12527-76-3";False;False;False;"";True;"deux critères PBT (persistant, bioaccumulable et toxique)";True;"2090119
2140168
2160694
2180246";True;"2110083
2180319
2180888";False;"";True;True;"2110083
2180319";True;"2110083
2180319
2180888"
"239_sub_bnvd";"cuivre du tallate de cuivre";"71789-22-8";"";"";"";"";"";"";"";"";"";False;"";False;"";False;"";False;False;"";False;""
"240_sub_bnvd";"cyanamide de calcium";"156-62-7";"581";"Cyanamide (H & Ca cyanamide)";"420-04-2";False;False;False;"";False;"";False;"";False;"";False;"";True;True;"2010122
2010123
2010558
2040083
2050037
9400210
9600081
9700293
9700294
9700509
9800132
9800175
9800203
9900440";True;"2010122
2010123
2010558
2050037
9400210
9600081
9700293
9700294"
"241_sub_bnvd";"cyanamide hydrogene";"420-04-2";"581";"Cyanamide (H & Ca cyanamide)";"420-04-2";False;False;False;"";False;"";False;"";False;"";False;"";False;False;"";False;""
"242_sub_bnvd";"cyantraniliprole";"736994-63-1";"1083";"Cyantraniliprole";"736994-63-1";False;False;False;"";False;"";False;"";False;"";False;"";False;False;"";False;""
"243_sub_bnvd";"cyazofamide";"120116-88-3";"583";"Cyazofamid";"120116-88-3";False;False;False;"";False;"";False;"";False;"";False;"";False;False;"";False;""
"244_sub_bnvd";"cycloxydime";"101205-02-1";"586";"Cycloxydim";"101 205-02-1";False;False;False;"";False;"";False;"";False;"";False;"";True;True;"2020020";True;"2020020"
"245_sub_bnvd";"cydia pomonella granulosis, isolat m (cpvg m)";"";"";"";"";"";"";"";"";"";"";True;"9800076";False;"";True;"9800076";False;False;"";False;""
"246_sub_bnvd";"cydia pomonella granulovirus, isolat r5 (cpgv-r5)";"";"";"";"";"";"";"";"";"";"";True;"2120081";False;"";True;"2120081";False;False;"";False;""
"247_sub_bnvd";"cydia pomonella granulovirus";"";"";"";"";"";"";"";"";"";"";True;"2130175
2140238";False;"";True;"2130175
2140238";False;False;"";False;""
"248_sub_bnvd";"cyflufenamid";"180409-60-3";"833";"Cyflufenamid";"180409-60-3 ";False;False;False;"";False;"";False;"";False;"";False;"";False;False;"";False;""
"249_sub_bnvd";"cyfluthrine";"68359-37-5";"589";"Cyfluthrin";"68359-37-5";False;False;False;"";False;"";False;"";False;"";False;"";True;True;"8600051
9100239
9400106";True;"9100239"
"250_sub_bnvd";"cyhalofop butyl";"122008-85-9";"590";"Cyhalofop-butyl";"122008-85-9";False;False;False;"";False;"";False;"";False;"";False;"";False;False;"";False;""
"251_sub_bnvd";"cyhexatin";"13121-70-5";"592";"Cyhexatin";"13121-70-5";False;False;False;"";False;"";False;"";False;"";False;"";True;True;"9700453";True;"9700453"
"252_sub_bnvd";"cymoxanil";"57966-95-7";"593";"Cymoxanil";"57966-95-7";False;False;False;"";False;"";False;"";False;"";False;"";True;True;"2070137
8100460
8800534";True;"2070137
8100460
8800534"
"253_sub_bnvd";"cypermethrine";"52315-07-8";"834";"Cypermethrin";"52315-07-8";False;False;False;"";True;"isomères non-actifs";False;"";False;"";False;"";True;True;"2000096
2010429
2010430
2010434
2030286
2080135
9000124
9200135
9200227
9200333
9300127
9500514
9500515
9600387
9600488
9800321
9800393";True;"2030286
2080135
2130111
8400218
9100558
9200135
9200333
9500414
9600387
9600488
9800321"
"253_sub_bnvd";"cypermethrine";"52315-07-8";"198";"zeta-Cypermethrin";"52315-07-8";False;False;False;"";False;"";False;"";False;"";False;"";True;True;"2000096
2010429
2010430
2010434
2030286
2080135
9000124
9200135
9200227
9200333
9300127
9500514
9500515
9600387
9600488
9800321
9800393";True;"2030286
2080135
2130111
8400218
9100558
9200135
9200333
9500414
9600387
9600488
9800321"
"254_sub_bnvd";"cyproconazole";"94361-06-5";"594";"Cyproconazole";"94361-06-5";False;False;False;"";True;"deux critères PBT (persistant, bioaccumulable et toxique)";False;"";False;"";False;"";True;False;"";True;"2130183"
"255_sub_bnvd";"cyprodinil";"121552-61-2";"1023";"Cyprodinil";"121552-61-2";False;False;False;"";True;"deux critères PBT (persistant, bioaccumulable et toxique)";False;"";False;"";False;"";True;True;"2040357";True;"2159993"
"256_sub_bnvd";"cyprosulfamide";"221667-31-8";"";"";"";"";"";"";"";"";"";False;"";False;"";False;"";False;False;"";False;""
