"id_bnvd";"libelle_bnvd";"cas_bnvd";"codes_h_agritox";"codes_h_atp";"categories_danger_agritox";"categories_danger_atp";"mentions_danger_agritox";"mentions_danger_atp";"cmr1";"cmr2";"t_ou_t+";"effet_sur_ou_via_allaitement";"autre_classe_danger_sante";"env_a";"env_b";"autre_classe_danger_environnement";"autre_corrosif";"autre_explosif";"autre_inflammable"
"220_sub_bnvd";"clothianidine";"210880-92-5";"";"H302
H361f
H370
H400
H410";"";"Toxicité aiguë (par voie orale), catégorie 4
Toxicité pour la reproduction, catégorie 2(f)
Toxicité spécifique pour certains organes cibles – Exposition unique, catégorie 1
Dangers pour le milieu aquatique – Danger aigu, catégorie 1
Dangers pour le milieu aquatique – Danger chronique, catégorie 1";"";"Nocif en cas d’ingestion
Susceptible de nuire à la fertilité.
Risque avéré d’effets graves pour le système nerveux
Très toxique pour les organismes aquatiques
Très toxique pour les organismes aquatiques, entraîne des effets néfastes à long terme";False;True;True;False;True;True;False;False;False;False;False
"221_sub_bnvd";"colophane traitee au maleate";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"222_sub_bnvd";"colophane";"8050-09-7";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"223_sub_bnvd";"composes de l'ion ammonium quaternaire, benzylalkyl en c12-c18 dimethyles, chlorures";"68391-01-5";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"224_sub_bnvd";"composition complexe";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"225_sub_bnvd";"coniothyrium minitans souche con/m/91-08";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"226_sub_bnvd";"copolymere de polyether - polymethylsiloxane";"134180-76-0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"227_sub_bnvd";"cos-oga";"";"Sans classement";"";"Sans classement";"";"Sans classement";"";False;False;False;False;False;False;False;False;False;False;False
"228_sub_bnvd";"cresol";"95-48-7";"";"H301
H311
H314";"";"Toxicité aiguë (par voie orale), catégorie 3
Toxicité aiguë (par voie cutanée), catégorie 3
Corrosion/irritation cutanée, catégorie 1B";"";"Toxique en cas d’ingestion
Toxique par contact cutané
Provoque des brûlures de la peau et des lésions oculaires graves";False;False;True;False;True;False;False;False;False;False;False
"229_sub_bnvd";"cresyl";"95-48-7";"";"H301
H311
H314";"";"Toxicité aiguë (par voie orale), catégorie 3
Toxicité aiguë (par voie cutanée), catégorie 3
Corrosion/irritation cutanée, catégorie 1B";"";"Toxique en cas d’ingestion
Toxique par contact cutané
Provoque des brûlures de la peau et des lésions oculaires graves";False;False;True;False;True;False;False;False;False;False;False
"230_sub_bnvd";"cuivre de l'hydroxyde de cuivre";"20427-59-2";"H302
H318
H330
H400
H410";"H302
H318
H330
H400
H410";"Toxicité aiguë (par voie orale), catégorie 4
Lésions oculaires graves/irritation oculaire, catégorie 1
Toxicité aiguë (par inhalation), catégorie 2
Dangers pour le milieu aquatique – Danger aigu, catégorie 1
Dangers pour le milieu aquatique – Danger chronique, catégorie 1";"Toxicité aiguë (par voie orale), catégorie 4
Lésions oculaires graves/irritation oculaire, catégorie 1
Toxicité aiguë (par inhalation), catégorie 2
Dangers pour le milieu aquatique – Danger aigu, catégorie 1
Dangers pour le milieu aquatique – Danger chronique, catégorie 1";"Nocif en cas d’ingestion
Provoque des lésions oculaires graves
Mortel par inhalation
Très toxique pour les organismes aquatiques
Très toxique pour les organismes aquatiques, entraîne des effets néfastes à long terme";"Nocif en cas d’ingestion
Provoque des lésions oculaires graves
Mortel par inhalation
Très toxique pour les organismes aquatiques
Très toxique pour les organismes aquatiques, entraîne des effets néfastes à long terme";False;False;True;False;True;True;False;False;False;False;False
"231_sub_bnvd";"cuivre de l'oxychlorure de cuivre (trihydroxychlorure de dicuivre)";"1332-65-6";"H301
H332
H400
H410";"H301
H332
H400
H410";"Toxicité aiguë (par voie orale), catégorie 3
Toxicité aiguë (par inhalation), catégorie 4
Dangers pour le milieu aquatique – Danger aigu, catégorie 1
Dangers pour le milieu aquatique – Danger chronique, catégorie 1";"Toxicité aiguë (par voie orale), catégorie 3
Toxicité aiguë (par inhalation), catégorie 4
Dangers pour le milieu aquatique – Danger aigu, catégorie 1
Dangers pour le milieu aquatique – Danger chronique, catégorie 1";"Toxique en cas d’ingestion
Nocif par inhalation
Très toxique pour les organismes aquatiques
Très toxique pour les organismes aquatiques, entraîne des effets néfastes à long terme";"Toxique en cas d’ingestion
Nocif par inhalation
Très toxique pour les organismes aquatiques
Très toxique pour les organismes aquatiques, entraîne des effets néfastes à long terme";False;False;True;False;True;True;False;False;False;False;False
"232_sub_bnvd";"cuivre de l'oxychlorure de cuivre";"1332-40-7";"H301
H332
H400
H410";"";"Toxicité aiguë (par voie orale), catégorie 3
Toxicité aiguë (par inhalation), catégorie 4
Dangers pour le milieu aquatique – Danger aigu, catégorie 1
Dangers pour le milieu aquatique – Danger chronique, catégorie 1";"";"Toxique en cas d’ingestion
Nocif par inhalation
Très toxique pour les organismes aquatiques
Très toxique pour les organismes aquatiques, entraîne des effets néfastes à long terme";"";False;False;True;False;True;True;False;False;False;False;False
"233_sub_bnvd";"cuivre de l'oxyde cuivreux";"1317-39-1";"H302
H318
H332
H400
H410";"H302
H318
H332
H400
H410";"Toxicité aiguë (par voie orale), catégorie 4
Lésions oculaires graves/irritation oculaire, catégorie 1
Toxicité aiguë (par inhalation), catégorie 4
Dangers pour le milieu aquatique – Danger aigu, catégorie 1
Dangers pour le milieu aquatique – Danger chronique, catégorie 1";"Toxicité aiguë (par voie orale), catégorie 4
Lésions oculaires graves/irritation oculaire, catégorie 1
Toxicité aiguë (par inhalation), catégorie 4
Dangers pour le milieu aquatique – Danger aigu, catégorie 1
Dangers pour le milieu aquatique – Danger chronique, catégorie 1";"Nocif en cas d’ingestion
Provoque des lésions oculaires graves
Nocif par inhalation
Très toxique pour les organismes aquatiques
Très toxique pour les organismes aquatiques, entraîne des effets néfastes à long terme";"Nocif en cas d’ingestion
Provoque des lésions oculaires graves
Nocif par inhalation
Très toxique pour les organismes aquatiques
Très toxique pour les organismes aquatiques, entraîne des effets néfastes à long terme";False;False;False;False;True;True;False;False;False;False;False
"234_sub_bnvd";"cuivre du carbonate de cuivre";"12069-69-1";"";"H302
H319
H332
H400
H410";"";"Toxicité aiguë (par voie orale), catégorie 4
Lésions oculaires graves/irritation oculaire, catégorie 2/2A
Toxicité aiguë (par inhalation), catégorie 4
Dangers pour le milieu aquatique – Danger aigu, catégorie 1
Dangers pour le milieu aquatique – Danger chronique, catégorie 1";"";"Nocif en cas d’ingestion
Provoque une sévère irritation des yeux
Nocif par inhalation
Très toxique pour les organismes aquatiques
Très toxique pour les organismes aquatiques, entraîne des effets néfastes à long terme";False;False;False;False;True;True;False;False;False;False;False
"235_sub_bnvd";"cuivre du sulfate de cuivre";"7758-98-7";"";"H302
H315
H319
H400
H410";"";"Toxicité aiguë (par voie orale), catégorie 4
Corrosion/irritation cutanée, catégorie 2
Lésions oculaires graves/irritation oculaire, catégorie 2/2A
Dangers pour le milieu aquatique – Danger aigu, catégorie 1
Dangers pour le milieu aquatique – Danger chronique, catégorie 1";"";"Nocif en cas d’ingestion
Provoque une irritation cutanée
Provoque une sévère irritation des yeux
Très toxique pour les organismes aquatiques
Très toxique pour les organismes aquatiques, entraîne des effets néfastes à long terme";False;False;False;False;True;True;False;False;False;False;False
"236_sub_bnvd";"cuivre du sulfate de cuivre";"8011-63-0";"H318
H332
H400
H410";"H318
H332
H400
H410";"Lésions oculaires graves/irritation oculaire, catégorie 1
Toxicité aiguë (par inhalation), catégorie 4
Dangers pour le milieu aquatique – Danger aigu, catégorie 1
Dangers pour le milieu aquatique – Danger chronique, catégorie 1";"Lésions oculaires graves/irritation oculaire, catégorie 1
Toxicité aiguë (par inhalation), catégorie 4
Dangers pour le milieu aquatique – Danger aigu, catégorie 1
Dangers pour le milieu aquatique – Danger chronique, catégorie 1";"Provoque des lésions oculaires graves
Nocif par inhalation
Très toxique pour les organismes aquatiques
Très toxique pour les organismes aquatiques, entraîne des effets néfastes à long terme";"Provoque des lésions oculaires graves
Nocif par inhalation
Très toxique pour les organismes aquatiques
Très toxique pour les organismes aquatiques, entraîne des effets néfastes à long terme";False;False;False;False;True;True;False;False;False;False;False
"237_sub_bnvd";"cuivre du sulfate tetracuivrique et tricalcique";"8011-63-0";"H318
H332
H400
H410";"H318
H332
H400
H410";"Lésions oculaires graves/irritation oculaire, catégorie 1
Toxicité aiguë (par inhalation), catégorie 4
Dangers pour le milieu aquatique – Danger aigu, catégorie 1
Dangers pour le milieu aquatique – Danger chronique, catégorie 1";"Lésions oculaires graves/irritation oculaire, catégorie 1
Toxicité aiguë (par inhalation), catégorie 4
Dangers pour le milieu aquatique – Danger aigu, catégorie 1
Dangers pour le milieu aquatique – Danger chronique, catégorie 1";"Provoque des lésions oculaires graves
Nocif par inhalation
Très toxique pour les organismes aquatiques
Très toxique pour les organismes aquatiques, entraîne des effets néfastes à long terme";"Provoque des lésions oculaires graves
Nocif par inhalation
Très toxique pour les organismes aquatiques
Très toxique pour les organismes aquatiques, entraîne des effets néfastes à long terme";False;False;False;False;True;True;False;False;False;False;False
"238_sub_bnvd";"cuivre du sulfate tribasique";"12527-76-3";"H302
H400
H410";"H302
H400
H410";"Toxicité aiguë (par voie orale), catégorie 4
Dangers pour le milieu aquatique – Danger aigu, catégorie 1
Dangers pour le milieu aquatique – Danger chronique, catégorie 1";"Toxicité aiguë (par voie orale), catégorie 4
Dangers pour le milieu aquatique – Danger aigu, catégorie 1
Dangers pour le milieu aquatique – Danger chronique, catégorie 1";"Nocif en cas d’ingestion
Très toxique pour les organismes aquatiques
Très toxique pour les organismes aquatiques, entraîne des effets néfastes à long terme";"Nocif en cas d’ingestion
Très toxique pour les organismes aquatiques
Très toxique pour les organismes aquatiques, entraîne des effets néfastes à long terme";False;False;False;False;True;True;False;False;False;False;False
"239_sub_bnvd";"cuivre du tallate de cuivre";"71789-22-8";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"240_sub_bnvd";"cyanamide de calcium";"156-62-7";"";"H302
H318
H335";"";"Toxicité aiguë (par voie orale), catégorie 4
Lésions oculaires graves/irritation oculaire, catégorie 1
Toxicité spécifique pour certains organes cibles – Exposition unique, catégorie 3 : Irritation des voies respiratoires";"";"Nocif en cas d’ingestion
Provoque des lésions oculaires graves
Peut irriter les voies respiratoires";False;False;False;False;True;False;False;False;False;False;False
"241_sub_bnvd";"cyanamide hydrogene";"420-04-2";"";"H301
H311
H314
H317
H318
H351
H361fd
H373
H412";"";"Toxicité aiguë (par voie orale), catégorie 3
Toxicité aiguë (par voie cutanée), catégorie 3
Corrosion/irritation cutanée, catégorie 1
Sensibilisation cutanée, catégorie 1
Lésions oculaires graves/irritation oculaire, catégorie 1
Cancérogénicité, catégorie 2
Toxicité pour la reproduction, catégorie 2(fd)
Toxicité spécifique pour certains organes cibles – Exposition répétée, catégorie 2
Dangers pour le milieu aquatique – Danger chronique, catégorie 3";"";"Toxique en cas d’ingestion
Toxique par contact cutané
Provoque des brûlures de la peau et des lésions oculaires graves
Peut provoquer une allergie cutanée
Provoque des lésions oculaires graves
Susceptible de nuire à la fertilité. Susceptible de nuire au fœtus.
Risque présumé d’effets graves pour la thyroïde à la suite d’expositions répétées ou d’une exposition prolongée
Nocif pour les organismes aquatiques, entraîne des effets néfastes à long terme";False;True;True;False;True;False;True;False;False;False;False
"242_sub_bnvd";"cyantraniliprole";"736994-63-1";"H400
H410";"";"Dangers pour le milieu aquatique – Danger aigu, catégorie 1
Dangers pour le milieu aquatique – Danger chronique, catégorie 1";"";"Très toxique pour les organismes aquatiques
Très toxique pour les organismes aquatiques, entraîne des effets néfastes à long terme";"";False;False;False;False;False;True;False;False;False;False;False
"243_sub_bnvd";"cyazofamide";"120116-88-3";"H400
H410";"H400
H410";"Dangers pour le milieu aquatique – Danger aigu, catégorie 1
Dangers pour le milieu aquatique – Danger chronique, catégorie 1";"Dangers pour le milieu aquatique – Danger aigu, catégorie 1
Dangers pour le milieu aquatique – Danger chronique, catégorie 1";"Très toxique pour les organismes aquatiques
Très toxique pour les organismes aquatiques, entraîne des effets néfastes à long terme";"Très toxique pour les organismes aquatiques
Très toxique pour les organismes aquatiques, entraîne des effets néfastes à long terme";False;False;False;False;False;True;False;False;False;False;False
"244_sub_bnvd";"cycloxydime";"101205-02-1";"H361d";"H361d";"Toxicité pour la reproduction, catégorie 2(d)";"Toxicité pour la reproduction, catégorie 2(d)";"Susceptible de nuire au fœtus.";"Susceptible de nuire au fœtus.";False;True;False;False;False;False;False;False;False;False;False
"245_sub_bnvd";"cydia pomonella granulosis, isolat m (cpvg m)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"246_sub_bnvd";"cydia pomonella granulovirus, isolat r5 (cpgv-r5)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"247_sub_bnvd";"cydia pomonella granulovirus";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"248_sub_bnvd";"cyflufenamid";"180409-60-3";"H410";"";"Dangers pour le milieu aquatique – Danger chronique, catégorie 1";"";"Très toxique pour les organismes aquatiques, entraîne des effets néfastes à long terme";"";False;False;False;False;False;True;False;False;False;False;False
"249_sub_bnvd";"cyfluthrine";"68359-37-5";"";"H300
H330
H362
H370
H400
H410";"";"Toxicité aiguë (par voie orale), catégorie 2
Toxicité aiguë (par inhalation), catégorie 2
Toxicité pour la reproduction, catégorie supplémentaire : effets sur ou via l’allaitement
Toxicité spécifique pour certains organes cibles – Exposition unique, catégorie 1
Dangers pour le milieu aquatique – Danger aigu, catégorie 1
Dangers pour le milieu aquatique – Danger chronique, catégorie 1";"";"Mortel en cas d’ingestion
Mortel par inhalation
Peut être nocif pour les bébés nourris au lait maternel
Risque avéré d’effets graves pour le système nerveux
Très toxique pour les organismes aquatiques
Très toxique pour les organismes aquatiques, entraîne des effets néfastes à long terme";False;False;True;True;False;True;False;False;False;False;False
"250_sub_bnvd";"cyhalofop butyl";"122008-85-9";"H400
H410";"";"Dangers pour le milieu aquatique – Danger aigu, catégorie 1
Dangers pour le milieu aquatique – Danger chronique, catégorie 1";"";"Très toxique pour les organismes aquatiques
Très toxique pour les organismes aquatiques, entraîne des effets néfastes à long terme";"";False;False;False;False;False;True;False;False;False;False;False
"251_sub_bnvd";"cyhexatin";"13121-70-5";"";"H302
H312
H332
H400
H410";"";"Toxicité aiguë (par voie orale), catégorie 4
Toxicité aiguë (par voie cutanée), catégorie 4
Toxicité aiguë (par inhalation), catégorie 4
Dangers pour le milieu aquatique – Danger aigu, catégorie 1
Dangers pour le milieu aquatique – Danger chronique, catégorie 1";"";"Nocif en cas d’ingestion
Nocif par contact cutané
Nocif par inhalation
Très toxique pour les organismes aquatiques
Très toxique pour les organismes aquatiques, entraîne des effets néfastes à long terme";False;False;False;False;True;True;False;False;False;False;False
"252_sub_bnvd";"cymoxanil";"57966-95-7";"H302
H317
H361fd
H373
H400
H410";"H302
H317
H361fd
H373
H400
H410";"Toxicité aiguë (par voie orale), catégorie 4
Sensibilisation cutanée, catégorie 1
Toxicité pour la reproduction, catégorie 2(fd)
Toxicité spécifique pour certains organes cibles – Exposition répétée, catégorie 2
Dangers pour le milieu aquatique – Danger aigu, catégorie 1
Dangers pour le milieu aquatique – Danger chronique, catégorie 1";"Toxicité aiguë (par voie orale), catégorie 4
Sensibilisation cutanée, catégorie 1
Toxicité pour la reproduction, catégorie 2(fd)
Toxicité spécifique pour certains organes cibles – Exposition répétée, catégorie 2
Dangers pour le milieu aquatique – Danger aigu, catégorie 1
Dangers pour le milieu aquatique – Danger chronique, catégorie 1";"Nocif en cas d’ingestion
Peut provoquer une allergie cutanée
Susceptible de nuire à la fertilité. Susceptible de nuire au fœtus.
Risque présumé d’effets graves pour les organes à la suite d’expositions répétées ou d’une exposition prolongée
Très toxique pour les organismes aquatiques
Très toxique pour les organismes aquatiques, entraîne des effets néfastes à long terme";"Nocif en cas d’ingestion
Peut provoquer une allergie cutanée
Susceptible de nuire à la fertilité. Susceptible de nuire au fœtus.
Risque présumé d’effets graves pour le système sanguin, le thymus et les yeux à la suite d’expositions répétées ou d’une exposition prolongée
Très toxique pour les organismes aquatiques
Très toxique pour les organismes aquatiques, entraîne des effets néfastes à long terme";False;True;False;False;True;True;False;False;False;False;False
"253_sub_bnvd";"cypermethrine";"52315-07-8";"H302
H332
H335
H373
H400
H410";"H302
H315
H317
H332
H335
H373
H400
H410";"Toxicité aiguë (par voie orale), catégorie 4
Toxicité aiguë (par inhalation), catégorie 4
Toxicité spécifique pour certains organes cibles – Exposition unique, catégorie 3 : Irritation des voies respiratoires
Toxicité spécifique pour certains organes cibles – Exposition répétée, catégorie 2
Dangers pour le milieu aquatique – Danger aigu, catégorie 1
Dangers pour le milieu aquatique – Danger chronique, catégorie 1";"Toxicité aiguë (par voie orale), catégorie 4
Corrosion/irritation cutanée, catégorie 2
Sensibilisation cutanée, catégorie 1
Toxicité aiguë (par inhalation), catégorie 4
Toxicité spécifique pour certains organes cibles – Exposition unique, catégorie 3 : Irritation des voies respiratoires
Toxicité spécifique pour certains organes cibles – Exposition répétée, catégorie 2
Dangers pour le milieu aquatique – Danger aigu, catégorie 1
Dangers pour le milieu aquatique – Danger chronique, catégorie 1";"Nocif en cas d’ingestion
Nocif par inhalation
Peut irriter les voies respiratoires
Risque présumé d’effets graves pour les organes à la suite d’expositions répétées ou d’une exposition prolongée
Très toxique pour les organismes aquatiques
Très toxique pour les organismes aquatiques, entraîne des effets néfastes à long terme";"Nocif en cas d’ingestion
Provoque une irritation cutanée
Peut provoquer une allergie cutanée
Nocif par inhalation
Peut irriter les voies respiratoires
Risque présumé d’effets graves pour le système nerveux à la suite d’expositions répétées ou d’une exposition prolongée
Très toxique pour les organismes aquatiques
Très toxique pour les organismes aquatiques, entraîne des effets néfastes à long terme";False;False;False;False;True;True;False;False;False;False;False
"254_sub_bnvd";"cyproconazole";"94361-06-5";"";"H301
H360D
H373
H400
H410";"";"Toxicité aiguë (par voie orale), catégorie 3
Toxicité pour la reproduction, catégorie 1B(D)
Toxicité spécifique pour certains organes cibles – Exposition répétée, catégorie 2
Dangers pour le milieu aquatique – Danger aigu, catégorie 1
Dangers pour le milieu aquatique – Danger chronique, catégorie 1";"";"Toxique en cas d’ingestion
Peut nuire au fœtus.
Risque présumé d’effets graves pour le foie à la suite d’expositions répétées ou d’une exposition prolongée
Très toxique pour les organismes aquatiques
Très toxique pour les organismes aquatiques, entraîne des effets néfastes à long terme";True;False;True;False;True;True;False;False;False;False;False
"255_sub_bnvd";"cyprodinil";"121552-61-2";"H317
H400
H410";"H317
H400
H410";"Sensibilisation cutanée, catégorie 1
Dangers pour le milieu aquatique – Danger aigu, catégorie 1
Dangers pour le milieu aquatique – Danger chronique, catégorie 1";"Sensibilisation cutanée, catégorie 1
Dangers pour le milieu aquatique – Danger aigu, catégorie 1
Dangers pour le milieu aquatique – Danger chronique, catégorie 1";"Peut provoquer une allergie cutanée
Très toxique pour les organismes aquatiques
Très toxique pour les organismes aquatiques, entraîne des effets néfastes à long terme";"Peut provoquer une allergie cutanée
Très toxique pour les organismes aquatiques
Très toxique pour les organismes aquatiques, entraîne des effets néfastes à long terme";False;False;False;False;True;True;False;False;False;False;False
"256_sub_bnvd";"cyprosulfamide";"221667-31-8";"H351
H412";"";"Cancérogénicité, catégorie 2
Dangers pour le milieu aquatique – Danger chronique, catégorie 3";"";"Susceptible de provoquer le cancer
Nocif pour les organismes aquatiques, entraîne des effets néfastes à long terme";"";False;True;False;False;False;False;True;False;False;False;False
"257_sub_bnvd";"cyromazine";"66215-27-8";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"258_sub_bnvd";"daminozide";"1596-84-5";"H351";"H351";"Cancérogénicité, catégorie 2";"Cancérogénicité, catégorie 2";"Susceptible de provoquer le cancer";"";False;True;False;False;False;False;False;False;False;False;False
"259_sub_bnvd";"dazomet";"533-74-4";"H302
H319
H400
H410";"H302
H319
H400
H410";"Toxicité aiguë (par voie orale), catégorie 4
Lésions oculaires graves/irritation oculaire, catégorie 2/2A
Dangers pour le milieu aquatique – Danger aigu, catégorie 1
Dangers pour le milieu aquatique – Danger chronique, catégorie 1";"Toxicité aiguë (par voie orale), catégorie 4
Lésions oculaires graves/irritation oculaire, catégorie 2/2A
Dangers pour le milieu aquatique – Danger aigu, catégorie 1
Dangers pour le milieu aquatique – Danger chronique, catégorie 1";"Nocif en cas d’ingestion
Provoque une sévère irritation des yeux
Très toxique pour les organismes aquatiques
Très toxique pour les organismes aquatiques, entraîne des effets néfastes à long terme";"Nocif en cas d’ingestion
Provoque une sévère irritation des yeux
Très toxique pour les organismes aquatiques
Très toxique pour les organismes aquatiques, entraîne des effets néfastes à long terme";False;False;False;False;True;True;False;False;False;False;False
"260_sub_bnvd";"decane-1-ol";"112-30-1";"H315
H319
H410";"";"Corrosion/irritation cutanée, catégorie 2
Lésions oculaires graves/irritation oculaire, catégorie 2/2A
Dangers pour le milieu aquatique – Danger chronique, catégorie 1";"";"Provoque une irritation cutanée
Provoque une sévère irritation des yeux
Très toxique pour les organismes aquatiques, entraîne des effets néfastes à long terme";"";False;False;False;False;True;True;False;False;False;False;False
"261_sub_bnvd";"deltamethrine";"52918-63-5";"H301
H331
H400
H410";"H301
H331
H400
H410";"Toxicité aiguë (par voie orale), catégorie 3
Toxicité aiguë (par inhalation), catégorie 3
Dangers pour le milieu aquatique – Danger aigu, catégorie 1
Dangers pour le milieu aquatique – Danger chronique, catégorie 1";"Toxicité aiguë (par voie orale), catégorie 3
Toxicité aiguë (par inhalation), catégorie 3
Dangers pour le milieu aquatique – Danger aigu, catégorie 1
Dangers pour le milieu aquatique – Danger chronique, catégorie 1";"Toxique en cas d’ingestion
Toxique par inhalation
Très toxique pour les organismes aquatiques
Très toxique pour les organismes aquatiques, entraîne des effets néfastes à long terme";"Toxique en cas d’ingestion
Toxique par inhalation
Très toxique pour les organismes aquatiques
Très toxique pour les organismes aquatiques, entraîne des effets néfastes à long terme";False;False;True;False;False;True;False;False;False;False;False
"262_sub_bnvd";"derives d'acides gras vegetaux";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"263_sub_bnvd";"desmediphame";"13684-56-5";"";"H361d
H400
H410";"";"Toxicité pour la reproduction, catégorie 2(d)
Dangers pour le milieu aquatique – Danger aigu, catégorie 1
Dangers pour le milieu aquatique – Danger chronique, catégorie 1";"";"Susceptible de nuire au fœtus.
Très toxique pour les organismes aquatiques
Très toxique pour les organismes aquatiques, entraîne des effets néfastes à long terme";False;True;False;False;False;True;False;False;False;False;False
"264_sub_bnvd";"di aminopropyl laurylamine";"2372-82-9";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"265_sub_bnvd";"di-1-p-menthene";"34363-01-4";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"266_sub_bnvd";"diazinon";"333-41-5";"";"H302
H400
H410";"";"Toxicité aiguë (par voie orale), catégorie 4
Dangers pour le milieu aquatique – Danger aigu, catégorie 1
Dangers pour le milieu aquatique – Danger chronique, catégorie 1";"";"Nocif en cas d’ingestion
Très toxique pour les organismes aquatiques
Très toxique pour les organismes aquatiques, entraîne des effets néfastes à long terme";False;False;False;False;True;True;False;False;False;False;False
"267_sub_bnvd";"dicamba dimethylammonium";"2300-66-5";"";"H319
H412";"";"Lésions oculaires graves/irritation oculaire, catégorie 2/2A
Dangers pour le milieu aquatique – Danger chronique, catégorie 3";"";"Provoque une sévère irritation des yeux
Nocif pour les organismes aquatiques, entraîne des effets néfastes à long terme";False;False;False;False;True;False;True;False;False;False;False
"268_sub_bnvd";"dicamba";"1918-00-9";"H302
H318
H412";"H302
H318
H332
H335
H336
H400
H411";"Toxicité aiguë (par voie orale), catégorie 4
Lésions oculaires graves/irritation oculaire, catégorie 1
Dangers pour le milieu aquatique – Danger chronique, catégorie 3";"Toxicité aiguë (par voie orale), catégorie 4
Lésions oculaires graves/irritation oculaire, catégorie 1
Toxicité aiguë (par inhalation), catégorie 4
Toxicité spécifique pour certains organes cibles – Exposition unique, catégorie 3 : Irritation des voies respiratoires
Toxicité spécifique pour certains organes cibles – Exposition unique, catégorie 3 : Effets narcotiques
Dangers pour le milieu aquatique – Danger aigu, catégorie 1
Dangers pour le milieu aquatique – Danger chronique, catégorie 2";"Nocif en cas d’ingestion
Provoque des lésions oculaires graves
Nocif pour les organismes aquatiques, entraîne des effets néfastes à long terme";"Nocif en cas d’ingestion
Provoque des lésions oculaires graves
Nocif par inhalation
Peut irriter les voies respiratoires
Peut provoquer somnolence ou vertiges
Très toxique pour les organismes aquatiques
Toxique pour les organismes aquatiques, entraîne des effets néfastes à long terme";False;False;False;False;True;True;True;False;False;False;False
"269_sub_bnvd";"dichlobenil";"1194-65-6";"";"H312
H411";"";"Toxicité aiguë (par voie cutanée), catégorie 4
Dangers pour le milieu aquatique – Danger chronique, catégorie 2";"";"Nocif par contact cutané
Toxique pour les organismes aquatiques, entraîne des effets néfastes à long terme";False;False;False;False;True;True;False;False;False;False;False
"270_sub_bnvd";"dichlormide";"37764-25-3";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"271_sub_bnvd";"dichloro isocyanurate de sodium dihydrate";"51580-86-0";"";"H302
H319
H335
H400
H410";"";"Toxicité aiguë (par voie orale), catégorie 4
Lésions oculaires graves/irritation oculaire, catégorie 2/2A
Toxicité spécifique pour certains organes cibles – Exposition unique, catégorie 3 : Irritation des voies respiratoires
Dangers pour le milieu aquatique – Danger aigu, catégorie 1
Dangers pour le milieu aquatique – Danger chronique, catégorie 1";"";"Nocif en cas d’ingestion
Provoque une sévère irritation des yeux
Peut irriter les voies respiratoires
Très toxique pour les organismes aquatiques
Très toxique pour les organismes aquatiques, entraîne des effets néfastes à long terme";False;False;False;False;True;True;False;False;False;False;False
"272_sub_bnvd";"dichloroisocyanurate de sodium";"2893-78-9";"";"H272
H302
H319
H335
H400
H410";"";"Matières solides comburantes, catégorie 2
Toxicité aiguë (par voie orale), catégorie 4
Lésions oculaires graves/irritation oculaire, catégorie 2/2A
Toxicité spécifique pour certains organes cibles – Exposition unique, catégorie 3 : Irritation des voies respiratoires
Dangers pour le milieu aquatique – Danger aigu, catégorie 1
Dangers pour le milieu aquatique – Danger chronique, catégorie 1";"";"Peut aggraver un incendie ; comburant
Nocif en cas d’ingestion
Provoque une sévère irritation des yeux
Peut irriter les voies respiratoires
Très toxique pour les organismes aquatiques
Très toxique pour les organismes aquatiques, entraîne des effets néfastes à long terme";False;False;False;False;True;True;False;False;False;False;True
"273_sub_bnvd";"dichlorprop-p";"15165-67-0";"H302
H315
H317
H318";"H302
H315
H317
H318";"Toxicité aiguë (par voie orale), catégorie 4
Corrosion/irritation cutanée, catégorie 2
Sensibilisation cutanée, catégorie 1
Lésions oculaires graves/irritation oculaire, catégorie 1";"Toxicité aiguë (par voie orale), catégorie 4
Corrosion/irritation cutanée, catégorie 2
Sensibilisation cutanée, catégorie 1
Lésions oculaires graves/irritation oculaire, catégorie 1";"Nocif en cas d’ingestion
Provoque une irritation cutanée
Peut provoquer une allergie cutanée
Provoque des lésions oculaires graves";"Nocif en cas d’ingestion
Provoque une irritation cutanée
Peut provoquer une allergie cutanée
Provoque des lésions oculaires graves";False;False;False;False;True;False;False;False;False;False;False
